Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	V_778	V_781	V_782	V_783	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol	C_767_10umol	C_768_10umol	C_769_10umol	C_770_10umol	C_634_30umol	C_635_30umol	C_636_30umol	C_637_30umol
1423191_at	Fnbp4			formin binding protein 4	128.4339676	130.0964694	130.0964694	167.8030351	83.5614719	104.2643394	99.50650939	148.5540369	158.6352968	137.4286513	182.9905073	142.1595294	97.44018721	85.10270006	84.24294696	102.7926998
1423194_at	Arhgap5			Rho GTPase activating protein 5	1832.808069	2101.363456	1945.304117	2014.994241	2354.442868	2218.286513	2386.532057	2747.359522	2963.733478	3128.6618	3885.353097	2975.796179	2908.097653	2412.528048	2176.644374	2242.449841
1423198_a_at	Smek2			"SMEK homolog 2, suppressor of mek1 (Dictyostelium)"	368.9659824	340.1803504	320.0749585	294.3057665	456.9644109	390.5531266	387.918293	461.315194	722.1196045	568.2535572	842.6268048	647.9973038	620.524344	516.1759093	699.9810231	491.6221134
1423214_at	Plxnc1			plexin C1	13.89397017	17.70989803	23.74144762	16.6519243	36.0486918	31.65529642	38.86158935	37.92604428	29.7440872	35.46780147	23.74144762	20.04534024	35.27624267	36.73845369	33.50735726	39.63200361
1423215_at	Spcs2			signal peptidase complex subunit 2 homolog (S. cerevisiae)	3645.826015	4231.284569	4766.617022	4288.953621	4792.490976	4740.882757	5457.634255	3616.32845	2415.791115	2681.21278	2445.408892	2004.115583	4977.653186	4844.694571	5052.318939	4595.544204
1423226_at	Ms4a1			"membrane-spanning 4-domains, subfamily A, member 1"	55.82092012	4.533621659	4.539763053	4.542838444	4.550531307	4.601639612	4.535155443	4.54745386	5.10722281	5.985795537	4.538227712	4.550531307	4.54745386	4.553613992	4.54745386	4.544375345
1423233_at	Cebpd			"CCAAT/enhancer binding protein (C/EBP), delta"	150.782794	220.8784716	344.3505092	204.8907438	278.0385276	372.4791859	219.8343469	146.7550156	251.5338931	181.019336	500.3511036	668.4917752	331.0932985	421.8841275	311.1033242	281.4469102
1423248_at	Nktr			natural killer tumor recognition sequence	362.038672	412.285525	508.5458353	417.3395972	330.6453953	381.6673592	325.7578196	373.9949553	258.4375691	301.565588	350.4646203	302.3831628	346.68942	231.5963972	244.8148056	304.8494219
1423257_at	Cyp4a14			"cytochrome P450, family 4, subfamily a, polypeptide 14"	8258.820273	1847.757866	2092.84536	7686.973609	715.3086116	531.7808445	1835.299757	7154.771612	11632.39061	14445.77515	10783.06731	7994.765487	301.9740987	223.5863029	610.5247621	217.4662942
1423259_at	Id4 /// LOC100045546			inhibitor of DNA binding 4 /// similar to Id4	31.80564635	32.19554128	33.37155482	29.10673275	23.64522557	21.20378629	22.32315443	26.08372483	11.94730239	15.65715299	11.83061363	6.965819066	21.40568354	22.73488813	27.44211935	21.14645611
1423269_a_at	Nedd4l			"neural precursor cell expressed, developmentally down-regulated gene 4-like"	645.3705791	939.0121402	842.6268048	699.0340883	710.4828425	740.9349104	849.4993304	817.9001964	255.3078346	388.9702483	424.7496652	236.3475337	708.5618596	770.6030041	604.7663256	709.5217009
1423290_at	Hyou1			hypoxia up-regulated 1	82.43779432	126.0226289	145.8636914	111.4154118	97.44018721	89.59535291	87.7942774	83.73129308	76.00629472	80.18136095	96.06493375	80.34436845	107.7076566	173.6971172	167.3493341	128.2602221
1423294_at	Mest			mesoderm specific transcript	47.64387992	51.04960878	51.71041579	56.23814098	51.22268595	46.02717525	53.23765057	56.12404165	61.0382206	48.35868134	48.26056833	46.1207478	68.71432564	87.26105433	79.58656472	100.9994061
1423316_at	Tmem39a			transmembrane protein 39a	132.0483075	131.5131271	156.0790401	153.148667	113.5471748	138.0813821	101.5478581	118.1737669	64.30397426	113.7780145	103.6310846	91.68126213	117.5355196	48.35868134	50.53391329	113.6240955
1423319_at	Hhex			hematopoietically expressed homeobox	2732.526932	7401.07951	6325.439463	3786.685791	5376.978546	2648.739044	3954.336694	3145.644673	6641.392281	2351.262666	3430.34984	4818.538778	1803.282863	1703.610723	1440.336314	1366.263466
1423339_s_at	Zfp830			zinc finger protein 830	41.19102153	47.54721714	56.20006913	35.53988234	35.53988234	31.69817774	25.49027442	47.7084199	35.66037576	41.63956234	47.57942725	64.52198866	32.52411735	18.87338117	34.0792103	29.12645065
1423348_at	Fzd8			frizzled homolog 8 (Drosophila)	116.9008006	76.31559526	61.70288325	42.84033926	47.8054104	85.217983	63.31059284	67.51555407	52.34431672	53.45429624	33.39413871	43.71919707	52.59293117	33.10157596	52.41522406	52.98598843
1423351_at	Mrpl1			mitochondrial ribosomal protein L1	236.9882958	244.48362	276.9114695	314.9170372	237.1486754	246.3107869	269.1498852	210.2293082	257.3901439	220.1322943	254.4451708	200.9079719	164.3186017	177.6207106	205.5853996	161.6706519
1423355_at	Snap29			synaptosomal-associated protein 29	84.01517331	92.61686379	81.27428196	79.04969549	49.18399437	57.66439925	71.75656874	47.54721714	89.71672174	109.6199826	99.57384948	100.4539859	86.0294077	123.8240721	95.28775984	81.16427781
1423371_at	Pole4			"polymerase (DNA-directed), epsilon 4 (p12 subunit)"	113.3935681	189.4180494	189.5462363	169.9751462	146.4572701	128.6950719	154.0845072	122.7392617	77.40817334	65.40141751	130.802835	100.0467852	137.4286513	138.2684317	113.0869779	101.6165797
1423375_at	Cir1			"corepressor interacting with RBPJ, 1"	129.3938286	118.654664	69.5566719	96.26016559	110.2898335	117.4560324	150.2733115	113.316882	170.0901752	185.2337276	176.5419221	166.4454935	100.7944925	89.17182261	117.2970565	83.73129308
1423391_at	Git2			G protein-coupled receptor kinase-interactor 2	404.5448931	252.2160018	244.48362	280.3060358	225.5624331	235.7083407	218.3514044	232.5388572	151.1915814	214.2518721	221.9275555	176.9008292	222.5293779	217.4662942	167.6894365	211.2278129
1423397_at	Ugt2b38			"UDP glucuronosyltransferase 2 family, polypeptide B38"	1852.772462	4013.652503	3587.069543	1244.413297	1622.564372	684.9818732	1082.446495	560.6120716	688.7010183	805.8106149	305.6758996	441.1593342	507.1708438	1585.651489	1440.336314	1358.877791
1423410_at	Meig1			meiosis expressed gene 1	10.02606787	9.955059923	10.03624716	10.01928047	9.961796915	10.01589196	9.864500498	10.04644375	10.3326686	10.04984956	9.64985992	10.0566507	16.37250311	19.72232867	15.2957506	21.81526358
1423413_at	Ndrg1			N-myc downstream regulated gene 1	75.34041108	22.58150913	25.06254471	48.58836563	119.9467286	60.62643141	222.3787309	139.0192638	37.6956985	60.46251142	118.0139013	46.3084319	41.86564654	44.04596633	48.48978662	50.12508942
1423417_at	Smarcc1			"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily c, member 1"	63.26773312	74.27701844	76.47074372	62.79840448	80.50770734	63.65438516	145.8636914	75.74947581	133.3958524	130.7142847	182.7429576	88.93066077	102.0992176	98.56796939	95.6108208	104.8304481
1423418_at	Fdps			farnesyl diphosphate synthetase	7983.966766	7232.6569	6420.366771	6731.909189	5149.012296	6668.423431	6650.375102	6282.79155	9303.707338	7802.333768	8439.664888	10768.50237	9129.056195	6543.197036	7770.706194	7645.472768
1423423_at	Pdia3			protein disulfide isomerase associated 3	8147.772596	8247.664887	10009.34536	9430.574856	9494.590084	8337.447174	8531.537245	6805.191289	8114.74475	6944.812362	7271.967316	7512.097122	10580.64532	11871.0506	13300.7502	9316.355651
1423439_at	Pck1			"phosphoenolpyruvate carboxykinase 1, cytosolic"	19378.77829	9291.140597	18861.14971	11663.95954	16207.56794	26927.63676	16207.56794	5855.716528	18683.14877	17179.0186	17842.74547	25063.14779	23296.24802	26066.69402	27517.27522	24894.16492
1423447_at	Clpx			caseinolytic peptidase X (E.coli)	11094.06144	9755.161216	10270.15262	9848.102075	13445.53928	12196.84171	11951.6319	11169.44592	3680.535573	4466.719673	5730.240598	2815.118622	9417.771473	9392.347036	10396.06544	8158.792873
1423468_at	Steap3			STEAP family member 3	59.44794358	36.29354311	34.73128779	43.3361775	23.54937719	22.99802393	38.18364703	21.27567501	43.60099036	36.56478566	36.46592285	34.45030857	52.1321697	36.88795741	52.69985181	36.21990859
1423493_a_at	Nfix			nuclear factor I/X	282.5922323	179.3119714	197.1359388	190.4465047	140.2479624	196.0712231	184.6078383	217.9083999	165.995463	213.672584	301.565588	224.3441882	137.8945855	125.8521454	107.999663	165.8830881
1423505_at	Tagln			transgelin	44.70678822	17.28355397	17.4835955	11.10881481	11.01894351	6.939934276	37.79789535	13.80023568	14.79673535	11.27929507	22.11260365	12.13887654	12.0814943	11.28693605	12.93635258	11.01521691
1423516_a_at	Nid2			nidogen 2	46.78103903	52.02640081	42.23569834	54.80999128	54.29302641	36.9879644	41.58323232	38.36500399	25.54209577	23.39051952	27.40499564	25.3011841	41.83733352	31.03996445	44.55572773	25.26695665
1423522_at	LOC639633 /// Npm3 /// Npm3-ps1			"similar to Nucleoplasmin-3 /// nucleoplasmin 3 /// nucleoplasmin 3, pseudogene 1"	71.27246912	32.10849191	71.51410931	65.93483624	89.23216879	65.6675625	151.2940038	114.0093235	85.16029251	70.55248533	83.44842989	93.81573434	83.5614719	105.0435669	133.9387872	146.9538148
1423546_at	Zfp207			zinc finger protein 207	11.00031552	17.06268756	17.02808156	17.72189532	21.29007313	21.81526358	21.90403877	19.88318542	35.68453332	25.54209577	37.11336736	24.72553787	31.71965116	18.24530041	31.76261965	16.55078798
1423556_at	Akr1b7			"aldo-keto reductase family 1, member B7"	7.598849476	6.605340806	7.489061827	7.611722678	7.632358829	7.468813118	10.50901101	7.762616418	12.15532026	7.622033769	7.451139122	7.446094883	5.196142514	7.637523955	7.634940955	7.616873839
1423566_a_at	Hsph1			heat shock 105kDa/110kDa protein 1	234.1183166	1011.59914	1722.155858	766.441038	765.4041961	555.3247939	540.4903313	309.8424491	160.5799546	187.2507906	240.2184248	306.5048304	1145.776549	1191.654255	904.0839925	671.2121403
1423577_at	Ankrd32			ankyrin repeat domain 32	86.0294077	57.50848792	54.29302641	44.46533038	48.45699381	47.51506178	39.79328236	51.92084651	44.19526791	40.60963063	40.47241409	45.7166568	34.61393368	42.86936077	37.51750543	36.39193859
1423593_a_at	Csf1r			colony stimulating factor 1 receptor	130.9800249	123.572936	108.9541999	69.60379196	147.6517863	172.4086084	210.3717247	117.4560324	111.7931515	128.4339676	71.80517909	95.6108208	126.1933433	121.2528628	103.4908206	154.1888893
1423606_at	Postn			"periostin, osteoblast specific factor"	374.5015813	265.1713316	230.9702135	269.8795778	368.9659824	257.7388131	323.5603463	369.9662866	285.6694599	234.9120648	212.6625226	241.3593657	155.6570381	228.018647	211.3709058	159.0654834
1423607_at	Lum			lumican	442.3556684	255.3078346	329.3050897	292.7162443	429.9565312	241.1961385	472.0556053	352.3677306	215.5610935	193.6967584	228.1729564	252.0452578	203.0957162	247.1458721	231.4396121	183.7351702
1423627_at	Nqo1			"NAD(P)H dehydrogenase, quinone 1"	50.46555099	30.80970578	39.79328236	36.46592285	77.19887936	74.32728471	125.7669466	155.6570381	220.4304928	183.2383923	222.228186	164.3186017	663.0836169	506.4847428	685.9097723	339.7201543
1423632_at	Gpr146			G protein-coupled receptor 146	144.7815544	169.4008144	116.7426571	92.49157165	87.61615507	92.36644899	95.35224493	81.4394549	124.3280488	268.0588581	206.1427625	230.5016072	138.3620995	94.5809023	81.66030212	81.49462477
1423648_at	Pdia6			protein disulfide isomerase associated 6	3500.729805	4509.24443	5276.004208	3901.166884	5413.477754	4418.619541	4533.721325	3325.187551	3467.715919	3201.494908	3145.644673	3078.239994	3827.90683	4689.797777	5532.017481	3700.539755
1423663_at	Flcn			folliculin	111.4154118	108.0727507	105.6854529	108.1459629	111.7174702	116.5846468	154.606911	98.16848188	224.9525639	262.3149095	227.8642839	236.1875322	85.79680388	75.23843838	88.21126491	87.43839413
1423672_at	Ttc30b			tetratricopeptide repeat domain 30B	381.1510394	276.5368635	257.0417682	191.6102595	298.7212377	309.4232941	319.6419609	243.4925801	126.8786047	181.019336	168.600032	172.1752546	203.6463293	171.7097321	212.8064399	197.0024826
1423678_at	BC017643			cDNA sequence BC017643	150.0700217	154.3977587	141.009446	145.3708302	129.6568843	129.9203848	124.3280488	100.0467852	98.30146416	107.999663	134.4838387	109.9916351	102.4453719	88.81035532	101.2047364	100.931102
1423680_at	Fads1			fatty acid desaturase 1	5816.195306	6569.828521	5847.766538	6777.605736	5155.976597	6481.490941	6325.439463	7411.089846	5384.251183	5792.618751	6106.669281	5831.97977	6032.70784	5304.679966	4970.929751	4670.787192
1423685_at	Aars			alanyl-tRNA synthetase	392.6739275	456.3459128	499.6742283	476.5500725	601.5004473	545.6367475	541.9556554	494.2917441	438.1833938	492.288081	465.707724	523.9200995	912.6918257	788.5437551	706.6460705	947.9531833
1423688_at	Man2c1			"mannosidase, alpha, class 2C, member 1"	29.72397179	39.79328236	45.07142004	23.56533034	42.37886369	51.18800944	29.76423687	48.88527285	24.57536604	47.99995007	62.29040295	41.41467035	41.19102153	42.40757258	30.49844961	42.29291221
1423693_at	Cela1			"chymotrypsin-like elastase family, member 1"	1130.370496	882.3186684	1092.75177	923.8808541	565.1844645	553.8229389	876.3667875	599.0626177	523.9200995	456.9644109	713.3745808	634.971047	553.8229389	404.5448931	457.58343	526.0525083
1423702_at	H1f0			"H1 histone family, member 0"	2101.363456	2098.525095	2194.398765	2182.551529	2109.916222	1793.534772	2188.459545	2092.84536	1579.223885	1658.093905	1598.585286	1570.697888	1241.045247	1100.177051	1375.537733	1283.769077
1423706_a_at	Pgd			phosphogluconate dehydrogenase	143.416082	179.0693981	143.6103582	177.6207106	181.5100977	176.1838653	244.9804817	176.3030961	176.6615176	187.7584465	217.6136133	165.8830881	434.6384509	349.9905115	373.9949553	221.9275555
1423713_at	Abcb8			"ATP-binding cassette, sub-family B (MDR/TAP), member 8"	18.15905221	15.87593879	11.79463608	20.07249432	17.08581309	20.89036798	25.96042326	18.60699273	14.72180845	16.2840878	23.10723928	18.95019777	22.47476304	26.13675265	25.5075424	20.05891964
1423723_s_at	Tardbp			TAR DNA binding protein	1209.529298	1469.877286	1322.580665	1231.012759	1368.111407	1249.478187	1369.961847	1310.107972	753.0704366	629.8340744	730.9718306	866.9265761	1252.869122	1396.18074	1430.61524	882.3186684
1423747_a_at	Pdk1			"pyruvate dehydrogenase kinase, isoenzyme 1"	2912.031003	3167.019423	2445.408892	4057.372375	2655.927408	2495.580973	3223.249162	3991.983383	4747.295042	5384.251183	4079.396437	4708.885737	3922.343038	3538.837989	3558.072026	2777.266681
1423748_at	Pdk1			"pyruvate dehydrogenase kinase, isoenzyme 1"	981.9140934	1085.376604	741.9386053	1194.888264	756.1349867	737.9319649	937.7418441	1340.60639	1288.994149	1498.008402	1180.416273	1292.492327	1121.22492	1003.415212	832.422413	730.9718306
1423750_a_at	Sf1			splicing factor 1	494.9613281	466.9706285	486.9851603	484.3553275	327.0836875	350.9393713	371.9752959	403.4510963	287.9994008	401.8159437	512	346.2204184	266.2506062	266.6112781	266.2506062	285.6694599
1423753_at	Bambi			"BMP and activin membrane-bound inhibitor, homolog (Xenopus laevis)"	136.5939713	103.9120389	86.4965089	125.4269015	96.78288231	71.90244877	114.5508219	142.5449382	98.70149283	81.77092187	71.32075153	79.85639279	56.23814098	70.12398118	48.39144116	66.56265156
1423755_at	Zcchc8			"zinc finger, CCHC domain containing 8"	312.7926928	327.0836875	343.8846716	364.9914857	261.2517698	291.9248065	282.2099413	340.1803504	216.1455014	268.7857791	333.3419322	266.9724386	218.3514044	224.3441882	175.1136822	198.2062987
1423765_at	Athl1			"ATH1, acid trehalase-like 1 (yeast)"	148.6545694	148.6545694	150.2733115	179.7981043	130.9800249	141.009446	169.8600771	140.9140838	109.9916351	125.7669466	172.7589927	159.8209805	105.3283506	122.4902409	93.87922325	91.24787143
1423770_at	Tmc6			transmembrane channel-like gene family 6	52.84272645	35.22852094	52.84272645	28.06202082	55.03307358	76.00629472	56.46699686	40.5821389	46.49691198	45.80959808	52.80695321	67.19644478	44.85836087	53.5267443	39.01976002	50.53391329
1423797_at	Aacs			acetoacetyl-CoA synthetase	318.7775013	806.9021927	455.1120579	1053.533154	252.557662	266.6112781	417.9049393	593.4122916	434.0504718	472.0556053	481.0876653	773.7389014	918.8910464	653.2824169	336.9717878	591.0068329
1423804_a_at	Idi1			isopentenyl-diphosphate delta isomerase	9328.956496	7087.298019	7471.540414	9584.981952	7291.652031	10256.28047	8281.233732	10797.7268	11522.69051	13610.38258	12329.61388	15967.93353	11538.27553	10187.0591	11951.6319	15167.22991
1423805_at	Dab2			disabled homolog 2 (Drosophila)	132.4063038	91.74330656	132.7652707	93.81573434	109.5458484	104.193755	83.22274675	123.8240721	142.4485375	114.7059963	96.3905628	101.5478581	83.22274675	62.0379023	59.16692448	95.80512975
1423811_at	Sf3a3			"splicing factor 3a, subunit 3"	324.877045	385.3015021	403.9976246	391.0821828	371.9752959	355.2414213	400.7292476	281.4469102	206.2824106	250.1755518	301.565588	305.262381	275.7891711	231.4396121	221.3275142	253.0709325
1423821_at	Tmem168			transmembrane protein 168	241.6863191	179.0693981	163.099551	236.8278605	333.3419322	304.4370214	288.3895344	340.64117	310.262172	401.2723669	361.5489058	400.1871409	323.1226337	246.3107869	338.8016287	247.8159096
1423828_at	Fasn			fatty acid synthase	1798.402212	3650.757181	2811.316174	7222.887577	2609.594624	2307.124271	4062.860177	4096	4430.58044	3895.87048	3444.311717	2509.127383	3981.178936	3370.507219	2332.239124	1840.267787
1423831_at	Prkag2			"protein kinase, AMP-activated, gamma 2 non-catalytic subunit"	111.7931515	114.0864782	111.114093	113.0104991	108.9541999	96.91398761	147.0532644	106.2592776	88.93066077	79.37138087	105.1146541	105.9719769	64.52198866	55.29445855	56.16202306	50.36316343
1423841_at	Bxdc2			brix domain containing 2	71.51410931	96.84837921	142.0633893	87.61615507	92.80515248	97.04527051	75.13665577	81.1093878	43.66005371	50.15904586	71.27246912	64.8723142	71.65949642	71.70804101	51.71041579	73.42716531
1423854_a_at	Rasl11b			"RAS-like, family 11, member B"	161.2335315	52.45073193	56.50524953	112.5523992	64.91626092	62.0799289	97.50619652	158.8501894	44.73704312	66.78827742	67.51555407	39.44465735	56.04811701	41.24682025	34.89624745	54.47709997
1423867_at	Serpina3k			"serine (or cysteine) peptidase inhibitor, clade A, member 3K"	282.2099413	265.8904223	336.5159322	172.5252843	463.8202506	447.7783607	322.2487607	152.7345881	256.3467861	160.4713571	318.3462589	260.8983482	273.558012	322.2487607	224.0406952	210.0871337
1423879_at	D030056L22Rik			RIKEN cDNA D030056L22 gene	221.0281022	270.9778277	230.5016072	203.6463293	231.7531278	182.3721977	221.6273318	192.5203312	211.9439537	218.9433772	214.5421048	220.7290953	161.6706519	170.6668442	141.4875205	118.8958872
1423891_at	Gstt3			"glutathione S-transferase, theta 3"	329.3050897	223.7376128	269.5144846	332.4406519	168.7142474	623.0495101	523.9200995	312.7926928	572.8878775	351.8908035	823.4555698	365.9810146	660.3961961	460.0679033	355.7226431	399.1051265
1423895_a_at	Cugbp2			"CUG triplet repeat, RNA binding protein 2"	34.54373079	27.66593928	39.12554654	32.26099433	19.84284522	19.2345077	21.075004	18.33195825	14.04526559	19.6025441	24.89346237	19.73567557	19.81600181	19.77579791	19.40450869	23.70933018
1423909_at	Tmem176a			transmembrane protein 176A	3258.336752	3289.357274	3425.716384	2872.875982	5391.533657	6198.313455	4977.653186	4163.092792	3154.181579	2892.397261	3869.603413	4046.39095	5052.318939	5391.533657	4715.287428	6325.439463
1423916_s_at	LOC100048413 /// Mlf2			similar to Myeloid leukemia factor 2 /// myeloid leukemia factor 2	339.2605806	257.3901439	317.4855235	247.4806641	144.0971509	196.8692532	213.962032	229.4119925	108.2192247	214.1069772	300.7502236	195.6735576	174.0501202	179.1907058	108.8068066	242.9987361
1423921_at	Ints3			integrator complex subunit 3	33.1240001	53.05776501	47.74070612	37.87473791	80.23567854	49.38417829	63.52523931	34.26426892	22.87381341	34.99085471	37.31490221	47.32245451	65.75656353	85.85486605	54.99581754	54.62479291
1423927_at	Slc35b2			"solute carrier family 35, member B2"	118.8153975	88.63023295	87.97270086	88.39053582	128	135.8563322	122.6562552	116.7426571	143.0282186	178.2229109	205.8638924	169.9751462	146.4572701	114.3958575	100.3180917	133.3958524
1423933_a_at	1600029D21Rik			RIKEN cDNA 1600029D21 gene	73.52663218	91.24787143	44.40517766	84.24294696	46.46543471	35.03825448	103.2110052	84.01517331	29.94611614	47.93501571	43.04381365	36.36730213	44.88871834	53.23765057	56.08604704	35.18086378
1423959_at	Ropn1l			ropporin 1-like	376.0258413	383.220519	279.1699796	351.8908035	203.3708364	363.0201955	350.4646203	356.2047636	299.1258954	341.1028503	431.122187	416.2112065	375.0088935	327.5267659	215.5610935	268.4219795
1423969_at	Nup37			nucleoporin 37	207.8240779	183.2383923	194.3534625	211.3709058	192.2598896	193.0422733	226.633764	166.6709661	126.9644685	164.7640861	199.147699	147.3522214	157.2455086	131.958914	125.51187	117.8541703
1423973_a_at	Arf3			ADP-ribosylation factor 3	365.4859153	344.8172168	355.7226431	342.0276146	258.0879546	289.9555615	326.6412085	258.0879546	293.9076295	306.920032	328.4147241	334.2458876	246.811533	212.3748326	181.2645508	233.8016012
1423992_at	Gatad2a			GATA zinc finger domain containing 2A	470.7789486	508.5458353	544.8986098	532.5012125	364.497725	402.3602569	418.4710472	491.6221134	310.262172	281.8281676	472.6950674	284.5116662	340.64117	320.5085427	326.199102	422.4556257
1423995_at	Kif1b			kinesin family member 1B	501.7076061	439.3713533	420.1742674	438.1833938	641.8854283	669.3973363	927.6405013	1257.968429	1440.336314	1371.824299	1430.61524	1308.338377	704.7354613	570.5660122	715.3086116	593.4122916
1424012_at	Ttc30a1			tetratricopeptide repeat domain 30A1	18.86061742	26.03080459	19.31278074	23.26418916	19.4966723	30.41598878	32.13022102	29.88535966	9.20951384	18.60699273	22.15755824	13.18387898	20.74943287	14.73177129	10.14553473	10.37471644
1424022_at	Osgin1			oxidative stress induced growth inhibitor 1	2747.359522	1689.827188	2023.195475	1413.288223	2370.441378	2075.912615	2979.841749	2725.131249	1463.929132	1153.562135	658.6101794	618.8465882	1326.169992	2107.066308	2248.535584	3307.235352
1424029_at	Tspyl4			TSPY-like 4	93.05675665	55.85873512	40.03644578	35.80549234	45.1019217	57.39181123	56.69678405	33.3489631	10.75003908	27.12815448	39.95524512	17.60233605	40.03644578	40.11783927	33.43939869	17.87852733
1424033_at	Sfrs7			"splicing factor, arginine/serine-rich 7"	691.5041024	783.2239114	850.6500903	1076.602526	739.9325732	732.9535693	807.9952491	802.5447338	338.8016287	629.8340744	578.3427752	614.671592	725.0582031	608.0503577	518.9785136	618.0089838
1424040_at	Mtap7d1			microtubule-associated protein 7 domain containing 1	354.7608505	374.5015813	395.8763303	356.6872904	352.8450596	433.463288	399.1051265	297.5105462	156.6082061	225.8679874	246.1440405	256.6940419	258.4375691	267.3340883	219.5369548	264.096615
1424048_a_at	Cyb5r1			cytochrome b5 reductase 1	147.8518003	82.10368103	120.5980693	93.94282024	114.3184143	70.98360793	96.06493375	89.47408624	98.63467433	111.3399863	86.37949637	123.0720202	79.58656472	73.62623379	53.38198323	64.21698381
1424052_at	Thap4			THAP domain containing 4	222.3787309	240.381157	240.0559692	203.6463293	170.7824597	160.9064112	192.9117221	211.6572358	197.2693487	268.7857791	276.9114695	206.9816413	186.7445074	128.0867116	158.099391	96.52113665
1424055_at	Ncoa5			nuclear receptor coactivator 5	12.20065756	13.97887157	16.16327902	14.58295315	12.0814943	13.0066002	12.22131821	13.38168607	5.99593191	8.476660461	8.211228028	7.234934722	11.92307124	8.488143226	11.13893193	12.64202791
1424062_at	Ube2d1			"ubiquitin-conjugating enzyme E2D 1, UBC4/5 homolog (yeast)"	54.36657355	42.43630092	56.62008461	46.40257624	26.72714812	31.59107225	46.3084319	39.55159581	20.79161616	32.08675524	44.73704312	37.26442258	30.3953979	19.45712976	17.9148741	30.47782403
1424067_at	Icam1			intercellular adhesion molecule 1	91.61919616	66.87879739	62.37478359	74.62980441	101.4104841	138.5495294	81.82625957	93.62539532	76.26398433	68.76087507	55.85873512	65.31294244	140.0582348	173.4621396	133.3958524	109.1757022
1424078_s_at	Pex6			peroxisomal biogenesis factor 6	572.1128745	676.6865954	571.3389198	630.6872685	398.0260376	523.9200995	719.1924174	632.3975639	415.6481557	621.3649268	705.6901193	599.0626177	429.3748858	423.6012393	316.6271153	425.9012046
1424083_at	Rod1			ROD1 regulator of differentiation 1 (S. pombe)	54.66179761	52.3088809	39.01976002	38.5733088	50.12508942	51.81554228	45.53137112	48.1300828	84.52856189	71.36906664	69.04069106	59.08688343	52.6641753	50.77392906	64.17351048	54.5878511
1424084_at	Rod1			ROD1 regulator of differentiation 1 (S. pombe)	46.33980281	34.21791619	51.57060266	30.95601803	50.80828984	35.30014	39.98228445	31.63386656	74.98426597	80.50770734	72.34182054	69.50963191	48.29326168	48.78609146	68.43583239	54.84712144
1424105_a_at	Pttg1			pituitary tumor-transforming gene 1	960.8736992	873.9966865	769.5605319	801.4584953	645.3705791	701.8787425	733.9464525	725.0582031	561.3718844	635.8311998	782.1643656	721.1427207	653.2824169	548.599311	496.9755272	569.7941502
1424117_at	BC056474			cDNA sequence BC056474	26.45715448	32.81157633	30.95601803	28.94954965	48.88527285	54.69882738	91.06274225	56.77358739	49.5180638	73.27824264	77.30345552	55.33187856	51.2920739	62.0379023	44.94952609	71.99985021
1424118_a_at	Spc25			"SPC25, NDC80 kinetochore complex component, homolog (S. cerevisiae)"	100.3180917	187.1241561	178.3436452	111.7174702	106.9085925	98.36798875	62.67103873	69.98170941	94.5809023	106.6195361	99.43914592	132.4063038	102.3760189	163.3206042	113.3935681	57.31417155
1424119_at	Prkab1			"protein kinase, AMP-activated, beta 1 non-catalytic subunit"	239.0828773	240.5438326	196.7359775	279.5481525	202.5464515	279.1699796	271.7126644	278.0385276	211.9439537	235.7083407	253.2423714	186.4918793	170.0901752	139.3961591	152.8379498	169.0571238
1424126_at	Alas1			aminolevulinic acid synthase 1	1089.794198	5465.053864	9702.494535	2185.503541	4288.953621	2983.872137	2221.302255	1014.341688	7573.371583	2884.568883	5376.978546	20319.11576	6916.66084	9637.077555	5895.465434	5800.453563
1424133_at	Tmem98			transmembrane protein 98	62.84094627	86.4965089	85.62273415	84.30001601	80.23567854	83.90151754	86.26264214	86.61367994	101.2732258	114.7836225	85.217983	101.4104841	86.14594599	84.87260184	72.98120164	87.43839413
1424140_at	Gale			"galactose-4-epimerase, UDP"	63.13941549	97.90298892	107.9265498	119.0569475	86.78976425	63.22494624	235.7083407	84.47139667	57.93828196	36.61431753	50.56811164	24.65866858	128.6079485	146.655666	144.1947672	65.80106366
1424143_a_at	Cdt1			chromatin licensing and DNA replication factor 1	33.80352987	9.070310885	10.89287594	25.59400472	22.84286971	16.35035438	24.14663084	12.41307807	58.48995605	98.76835659	71.03169465	52.48622746	10.03624716	42.72450879	43.18974819	15.41527798
1424149_at	Nsmce2			"non-SMC element 2 homolog (MMS21, S. cerevisiae)"	86.96620653	68.389503	79.4250947	74.07619039	64.39108256	100.5219672	100.1823119	95.74033838	74.88282721	84.01517331	112.6286461	102.7926998	47.90256488	64.39108256	30.0273031	60.46251142
1424175_at	Tef			thyrotroph embryonic factor	460.0679033	439.3713533	489.6296112	456.9644109	491.6221134	501.0288958	403.4510963	425.9012046	1589.954759	1961.171519	1415.209576	3000.069069	466.9706285	465.0777143	397.4875877	409.5040756
1424215_at	Fundc1			FUN14 domain containing 1	184.732898	192.390133	184.8579142	164.5411932	213.0948623	162.9892495	207.6833861	178.9481725	65.31294244	100.5900642	101.4791127	99.17028523	151.8069467	150.1716843	146.7550156	111.2646889
