Probe Set	Gene Symbol	UniGene ID	Representative Public ID	Gene Title=Chromosomal Location	CON2	CON3	CON5	BNF1	BNF4	BNF5	D3T2	D3T4	D3T5	OLT1	OLT3	OLT5
1391908_at	RGD1307009	Rn.103261	AW919097	Similar to retinoid x receptor interacting protein=chr17p14	5.271570694	5.278128856	5.351349373	5.328153655	5.309302456	5.186182525	5.622083765	5.175777127	5.249327647	5.539493276	6.954452968	5.044802458
1391078_at	Recc1	Rn.103272	BM391856	replication factor C 1=chr14p11	141.3469878	207.9333491	246.1507239	211.440305	180.0930106	291.9632811	292.2720937	59.14856206	398.7700954	334.744822	274.7004792	343.2513352
1367469_at	Eif4g2 /// Eif4g2_predicted /// LOC678831	Rn.103276	BG667162	eukaryotic translation initiation factor 4 gamma, 2 /// eukaryotic translation initiation factor 4, gamma 2 (predicted) /// similar to eukaryotic translation initiation factor 4 gamma, 2=chr9q21 /// chr1q33	4522.662109	4577.539532	4819.829008	3976.682897	4151.262826	4679.957685	3334.742779	3543.062329	4348.764202	3417.011529	3101.599732	4949.064948
1388359_at	Eif4g2 /// Eif4g2_predicted	Rn.103276	AI599478	eukaryotic translation initiation factor 4 gamma, 2 /// eukaryotic translation initiation factor 4, gamma 2 (predicted)=chr9q21 /// chr1q33	158.6327126	142.44465	199.1684355	113.6876676	106.8104632	148.1324706	143.7359605	132.7612022	163.4197934	132.6034854	104.6388792	181.7763243
1397520_at	Eif4g2 /// Eif4g2_predicted /// LOC501116	Rn.103276	BG672378	eukaryotic translation initiation factor 4 gamma, 2 /// eukaryotic translation initiation factor 4, gamma 2 (predicted) /// similar to Eif4g2 protein=chr9q21 /// chr1q33	1334.762588	1117.309671	1154.0918	1081.482639	1762.666067	1475.986878	486.9167948	793.5775694	637.5474988	548.991293	650.2313162	2021.955443
1373732_at	Acp6	Rn.103296	BM386224	acid phosphatase 6, lysophosphatidic=chr2q34	363.3790866	359.951872	366.0807506	361.3170501	300.3112469	357.2954389	228.6084202	410.1164887	410.0405871	301.1754788	265.5582116	545.9023321
1396167_at	Acp6	Rn.103296	BF555852	acid phosphatase 6, lysophosphatidic=chr2q34	203.5926431	169.6729868	184.9605621	179.4876139	190.068095	240.5160925	115.887097	193.9306808	124.2688619	121.3897798	119.8734195	326.8862427
1392482_at	LOC682303 /// LOC688777	Rn.103300	BF409567	similar to GrpE protein homolog 2, mitochondrial precursor (Mt-GrpE#2) /// similar to GrpE protein homolog 2, mitochondrial precursor (Mt-GrpE#2)=chr18q12.1	79.96867018	79.10811815	53.08036319	80.87864735	81.40774717	79.21738434	65.81673095	100.7755804	78.37665608	79.42526619	81.16770156	78.10041065
1371038_at	Cebpg	Rn.10332 /// rn.10332	X64403	CCAAT/enhancer binding protein (C/EBP), gamma /// CCAAT/enhancer binding protein (C/EBP), gamma=chr1q21	107.0141349	98.82292166	110.4921195	117.3374519	102.0936309	97.75812152	47.65823289	69.03582549	59.643123	33.08041256	41.62673642	165.8913324
1389387_at	LOC682071 /// LOC689852	Rn.103325	BF561377	similar to Proteasome inhibitor PI31 subunit /// similar to Proteasome inhibitor PI31 subunit=chr3q41	975.6792776	1131.8366	1197.771687	1127.649525	1065.076314	1179.758508	1045.0163	892.8802328	1443.350872	1137.468305	1057.523942	1595.428456
1370890_at	Actr3	Rn.103326	AI012420	ARP3 actin-related protein 3 homolog (yeast)=chr13q11	519.5938062	634.4220302	664.7016003	721.2783385	763.978939	939.6525572	476.2141089	499.6120427	523.2060587	486.6552545	362.3138262	831.4882544
1388128_at	Actr3	Rn.103326	BI292004	ARP3 actin-related protein 3 homolog (yeast)=chr13q11	60.6384791	65.34334642	61.53171468	67.77068248	71.68477759	55.53149361	63.51000436	48.78115178	62.75132796	67.19551427	63.41649032	60.0148489
1388648_at	---	Rn.103327	AA799764	Transcribed locus, strongly similar to XP_215053.3 PREDICTED: similar to Gene product with similarity to Ubiquitin binding enzyme [Rattus norvegicus]=---	301.4595478	274.6234156	324.7408211	355.803117	312.873927	312.4068825	290.1342336	539.0277344	399.5220938	314.6386554	241.9688884	437.2659371
1378100_at	Yeats4_predicted	Rn.103329	BG380660	YEATS domain containing 4 (predicted)=chr7q22	304.138083	288.411916	355.5435579	540.0589378	391.451899	428.5750717	417.1382894	726.164243	742.6093811	397.7634435	296.7305495	600.9008444
1395782_at	Yeats4_predicted	Rn.103329	AW921463	YEATS domain containing 4 (predicted)=chr7q22	13.24167417	13.1425365	13.21213495	18.36705171	14.84765674	13.04324478	12.58213432	13.05632081	13.03096601	12.35272029	13.70759253	12.79796311
1377070_at	Sf3b2_predicted	Rn.103341	BE098910	splicing factor 3b, subunit 2 (predicted)=chr1q43	28.69168208	47.42473207	37.75687566	29.73950431	38.05071943	37.59971629	45.77606487	25.48795608	45.68329137	38.53866015	52.63844202	44.26690785
1388614_at	Sf3b2_predicted	Rn.103341	BM386768	splicing factor 3b, subunit 2 (predicted)=chr1q43	313.0236466	328.1995276	353.8017672	316.0367018	340.0797379	376.2204491	310.5136273	396.3001571	342.5027824	253.8645893	299.842694	323.0882763
1393643_at	Rcn1_predicted	Rn.103345	AI112962	reticulocalbin 1 (predicted)=chr3q32	90.86844691	158.394943	132.9907374	155.1702876	130.3320982	173.3820189	184.5475746	128.5404094	112.0654203	156.7118965	128.9321127	166.3678302
1375921_at	Rcn1_predicted	Rn.103345	BF281577	Reticulocalbin 1 (predicted)=chr3q32	5.832811451	5.771088656	5.883438153	10.39631976	5.926795368	7.587098228	6.160435077	9.124693049	5.755172341	6.049814651	6.16477951	5.641220852
1373034_at	Wrb	Rn.103351	AI177128	tryptophan rich basic protein=chr11q11	12.92386368	14.1530395	18.1575954	15.10255638	17.86447665	14.37267507	14.8794055	14.1621096	13.89080893	14.39813526	14.2170843	14.09781601
1369239_at	Clcn5	Rn.10337	NM_017106	chloride channel 5=chrXq13	4.425798019	4.390964635	4.418806611	4.482408934	4.455738442	4.354977804	4.594915482	4.35974598	4.35699273	4.513464493	4.544834066	4.276242631
1373383_at	Mterfd1	Rn.103375	AA848807	MTERF domain containing 1=chr7q22	902.6588339	698.4049118	1073.034026	923.8898593	964.2945185	769.696347	428.4167985	634.5597583	597.5934193	401.6188869	553.3772136	832.771335
1369700_at	Clcn7	Rn.10338	NM_031568	chloride channel 7=chr10q12	6.701376757	6.667485235	6.722738668	6.815576498	6.877699256	10.93331868	7.024900426	5.262094177	6.616093357	8.657475592	6.369414784	10.16547676
1372199_at	Pink1_predicted	Rn.103380	AI233191	PTEN induced putative kinase 1 (predicted)=chr5q36	449.8422597	335.6271812	327.7657768	199.5735642	201.2033668	209.0557631	237.3558656	356.0439009	247.8618988	204.3345576	258.7109874	259.7449046
1372475_at	Pink1_predicted	Rn.103380	AI410877	PTEN induced putative kinase 1 (predicted)=chr5q36	1216.34047	772.7844215	1019.101055	577.4414817	742.147773	790.5294901	817.3004536	821.1387367	733.2275887	1142.292417	642.944201	949.2977734
1372755_at	Mal2	Rn.103382	AI102073	mal, T-cell differentiation protein 2=chr7q31	567.4744643	445.6836839	776.1043738	1019.250031	894.6586412	885.618964	1018.27332	1238.599892	1022.525154	465.187305	546.4126581	1184.271386
1384361_at	Mal2	Rn.103382	BF555523	mal, T-cell differentiation protein 2=chr7q31	53.65009245	55.4353211	78.64198363	93.76702207	175.3812213	213.7329133	70.72797342	65.02289432	67.33021945	70.25082194	52.26637563	324.7704988
1388440_at	Aph1b	Rn.103390	AI408482	anterior pharynx defective 1b homolog (C. elegans)=chr8q24	86.69584367	98.73262517	121.003653	58.57705843	77.81306579	65.48272027	90.3849865	128.6676724	95.60459113	110.0838973	53.14475658	92.78074053
1368235_at	Clk3	Rn.10340	NM_134340	CDC-like kinase 3=chr8q24	259.1628302	248.0869291	379.6455727	219.7222833	239.0040028	280.7363042	270.9449905	240.1675208	306.8094805	226.418375	284.3922529	247.9117372
1389103_at	RGD1307397	Rn.103411	BM391005	similar to RIKEN cDNA 2810037C03=chr16q12.5	13.86392365	11.21160191	10.82386209	12.16430002	9.21866507	7.465669624	12.04157033	21.96460649	10.74212341	11.48791965	11.61319455	10.20197162
1383822_at	Bicd2	Rn.103443	AI029990	bicaudal D homolog 2 (Drosophila)=chr17p14	217.0520346	231.1850944	248.4627064	252.9262162	188.9658661	202.7158666	105.4886486	135.2321044	107.7946966	110.5326546	78.94698816	174.1371937
1372002_at	Gja1	Rn.10346 /// rn.10346	AI411352	gap junction membrane channel protein alpha 1 /// gap junction membrane channel protein alpha 1=chr20q11	515.7368728	611.7336915	800.5213467	889.5596929	481.2490361	707.3813118	364.5339392	464.8125233	592.3088011	324.7697158	383.3449151	619.3340585
1373264_at	Zbed3	Rn.103511	BE110658	zinc finger, BED domain containing 3=chr2q12	30.67678377	30.22775161	30.99440423	30.94300767	30.73966085	30.53238591	31.17048695	30.32813037	30.23468728	30.18806702	30.70866461	30.19054972
1382653_at	---	Rn.103515	AI136405	Transcribed locus, strongly similar to XP_343090.2 PREDICTED: similar to hypothetical protein 5830457H20 [Rattus norvegicus]=---	60.74719985	44.10048084	80.85829927	48.27905087	30.57072886	33.80815269	17.94125683	32.61599815	28.17557243	15.70153957	23.81688318	28.3751381
1370269_at	Cyp1a1	Rn.10352 /// rn.10352	X00469	cytochrome P450, family 1, subfamily a, polypeptide 1 /// cytochrome P450, family 1, subfamily a, polypeptide 1=chr8q24	48.92437386	20.61042472	96.00796498	11546.37695	11583.00498	12619.41384	15.98619999	15.62586912	317.1089474	15.62258053	1002.972887	160.0749775
1387733_at	Drd3	Rn.10356	NM_017140	dopamine receptor D3=chr11q21	5.398993152	5.383302071	5.389828282	5.465889613	5.453439425	5.313137724	5.628129498	5.314834367	5.323546202	5.591091479	5.77743014	5.228088819
1368322_at	Sod3	Rn.10358 /// rn.10358	NM_012880	superoxide dismutase 3, extracellular /// superoxide dismutase 3, extracellular=chr14q11	258.3737543	253.0633145	188.8896479	344.1647182	255.7542172	322.2675249	260.9265005	163.4500057	250.7239478	298.7202204	242.7765736	180.9393028
1387986_at	Scnn1g	Rn.10360	U37539	sodium channel, nonvoltage-gated 1 gamma=chr1q36-q41	5.372749026	5.381307586	5.388653388	5.458690929	5.459309709	5.348785452	5.625717499	5.255914107	7.048980762	5.634168841	5.737727141	5.164853028
1376977_at	Ptger3	Rn.10361	AI411541	Prostaglandin E receptor 3 (subtype EP3)=chr2q44-q45	837.594528	465.0552981	493.9398183	966.3212417	902.4327506	695.3702744	402.4112536	694.396514	384.4217687	372.5592346	439.8409803	960.3393992
1380389_at	Ptger3	Rn.10361 /// rn.10361	BF417079	Prostaglandin E receptor 3 (subtype EP3) /// Prostaglandin E receptor 3 (subtype EP3)=chr2q44-q45	398.144192	303.1348764	269.6847584	244.9406615	301.8188771	274.5744545	236.0195608	188.9278217	265.0292367	266.7688086	286.9754673	293.847733
1394243_at	Sms /// RGD1559938_predicted /// LOC683008 /// LOC690027	Rn.103619	AI101062	spermine synthase /// similar to spermine synthase (predicted) /// similar to spermine synthase /// similar to spermine synthase=chrXq21 /// chr13q24 /// chr3q41	60.14296603	75.51686804	70.07662757	77.29411416	69.5611787	75.86515725	193.9119444	76.37077648	120.9559238	104.7261604	110.0119212	98.53490669
1383129_at	LOC362065	Rn.103639	AI072254	CG6210-like=chr2q45	6.651305091	6.660338442	6.635973509	7.35903453	6.757451087	6.512150809	7.45607376	6.507676123	6.575613135	6.850996395	7.108659424	6.438818231
1375238_at	Mmp17_predicted	Rn.103646	BM385814	Matrix metallopeptidase 17 (predicted)=chr12q13	3.831991413	3.800983954	3.831328616	3.875863052	3.850267	3.771165169	3.922076401	3.791841488	3.771514151	3.859787186	3.998153012	3.689599956
1399114_at	Gtf2e2_predicted	Rn.103659	AA996974	general transcription factor II E, polypeptide 2 (beta subunit) (predicted)=chr16q12.3	194.193041	171.7534015	219.3645646	210.7576047	213.1765055	228.636812	157.1408238	181.0726366	170.7628508	100.6579169	64.47793674	215.9837476
1377662_at	Pir	Rn.103685 /// rn.103685	AI176041	pirin /// pirin=chrXq21	174.8899812	175.1414974	259.8626456	215.227373	177.3516361	275.8105408	1171.944651	679.1046201	391.6448415	528.2640305	242.8534329	474.0130509
1390686_at	Gabrg3	Rn.10369	BF403469	Gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3=chr1q22	4.528323384	4.47384501	4.524978549	4.57244045	4.574778005	4.453213042	4.820830341	4.494143272	4.464902393	4.729254549	4.627984171	4.366260784
1369267_at	Gabrg3	Rn.10369	NM_024370	gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3=chr1q22	4.164157014	4.148968486	4.157131706	4.217227876	4.192340248	4.10236729	4.294666479	4.093245782	4.093795187	4.218078048	4.268300667	4.010417804
1376115_at	Bcl2l13_predicted	Rn.103700	AA964244	BCL2-like 13 (apoptosis facilitator) (predicted)=chr4q42	27.59549165	18.54057345	19.28529601	16.52601992	12.00807847	14.70823599	15.50583061	39.22424647	15.03120893	15.21530603	10.75701536	13.56232997
1372279_at	Bcl2l13_predicted	Rn.103700	AA892271	BCL2-like 13 (apoptosis facilitator) (predicted)=chr4q42	125.2497143	69.08180071	118.1985012	92.93283196	118.4776838	118.3106531	146.9925501	151.913512	125.3040883	87.33137997	98.70160858	151.6065157
1378225_at	Mmp14	Rn.10371	AI176440	Matrix metallopeptidase 14 (membrane-inserted)=chr15p13	76.12663371	86.75789817	75.95627003	91.45112313	76.11312851	74.38941226	76.03790615	47.47398886	77.24283395	131.4781715	72.25628793	47.67749854
1367860_a_at	Mmp14	Rn.10371 /// rn.10371	X83537	matrix metallopeptidase 14 (membrane-inserted) /// matrix metallopeptidase 14 (membrane-inserted)=chr15p13	2480.23444	2554.405325	2619.130664	2862.625067	2928.226224	3667.448013	1074.381937	745.7489386	1754.739992	639.2522428	1629.380848	2508.637361
1371015_at	Mx1	Rn.10373	X52711	myxovirus (influenza virus) resistance 1=chr11q12	90.34056535	103.5089903	62.192123	63.55642749	28.31142088	47.81854275	35.5108987	42.68314475	27.68088633	35.8738774	36.4609932	47.85378061
1367497_at	Ptdss1	Rn.103732	AA851302	phosphatidylserine synthase 1=chr7q22	217.2227047	222.1632771	218.9029314	183.5603188	199.086268	214.1791916	223.1013517	278.9528562	265.7753525	270.86417	187.0091682	268.1069249
1374077_at	Ptdss1	Rn.103732	AI172029	Phosphatidylserine synthase 1=chr7q22	3.916232259	3.872659102	3.911101123	3.971332168	3.954118929	3.828954889	4.002352274	7.891331101	3.833845261	4.003302357	4.021135655	3.823176423
1369202_at	Mx2	Rn.10374	NM_017028	myxovirus (influenza virus) resistance 2=chr11q21	101.9677934	195.6226501	59.50327838	90.3614265	88.84461783	180.1615301	113.1103599	87.05682897	87.19013388	101.000519	101.4613804	86.54532205
1387283_at	Mx2	Rn.10374 /// rn.10374	NM_134350	myxovirus (influenza virus) resistance 2 /// myxovirus (influenza virus) resistance 2=chr11q21	43.69007169	69.99733668	391.2264419	63.02133279	31.90925288	86.32167672	46.26952047	30.37459175	31.54648214	47.16695453	29.21616518	53.02441592
1388917_at	Myo1d	Rn.10376	BI279786	myosin ID=chr10q26	192.9562281	143.2128839	346.4343533	192.7415236	272.3357544	314.2790968	223.1913628	273.327402	225.1024723	108.273802	129.9825815	491.7669601
1394822_at	Gsn	Rn.103770	BI275960	Gelsolin=chr3p11	4.688246275	4.658086405	4.676291386	4.738146863	4.744892349	4.601441755	4.910740909	4.608385267	4.616522033	4.836086358	4.884518591	4.507019972
1371414_at	Gsn	Rn.103770 /// rn.103770	BI285576	gelsolin /// gelsolin=chr3p11	64.79373296	114.0206661	66.7903867	152.9316625	118.4919023	151.1134955	66.41191116	110.3131316	75.0894888	96.16019456	73.66790688	80.35221328
1390723_at	Catna1	Rn.103790	BF386742	Catenin (cadherin-associated protein), alpha 1=chr18p11	50.55545037	51.95136566	48.90889798	54.3876749	51.6485432	74.10902163	60.66251628	95.91400823	103.6773717	83.79782606	14.21106494	51.70897628
1371921_at	Catna1	Rn.103790	BM986272	catenin (cadherin-associated protein), alpha 1=chr18p11	550.8694713	545.5876884	809.3937508	701.3600351	543.4132877	728.8862622	611.9326	942.475767	1040.337255	717.5880281	508.4364834	1042.189782
1371152_a_at	Oas1	Rn.10383 /// rn.10383	Z18877	2',5'-oligoadenylate synthetase 1, 40/46kDa /// 2',5'-oligoadenylate synthetase 1, 40/46kDa=chr12q16	456.1589477	633.1557466	759.9748933	185.2316945	136.3388964	367.210901	154.2724292	176.9287413	189.8525289	300.1116938	151.7302984	329.2472616
1376431_at	Sil1	Rn.103851	BM387357	endoplasmic reticulum chaperone SIL1 homolog (S. cerevisiae)=chr18p11	17.38153649	18.12010869	19.4137083	17.58879879	17.84624997	21.80870822	38.60543171	31.93446467	29.0327969	30.36772096	18.19910438	20.78452381
1372417_at	Sertad1	Rn.103853	AA945069	SERTA domain containing 1=chr1q21	94.74834498	104.9738482	96.99890594	96.22148942	113.9272843	138.5484549	96.90327685	123.6080977	95.88416468	96.87208981	92.14996693	210.4490795
1388979_at	Smndc1	Rn.103854	BM390864	survival motor neuron domain containing 1=chr1q55	23.84951436	23.85785906	25.33061914	19.6361337	22.88985254	24.8723009	11.35436286	19.5194493	11.91601444	12.42932756	10.42594572	26.30568416
1382165_at	Smndc1	Rn.103854	BI288396	survival motor neuron domain containing 1=chr1q55	229.5863116	279.3506068	248.5797467	179.4553018	175.9541983	243.3780435	179.9860198	77.31438491	161.1840553	116.0961535	197.72382	196.0479359
1392397_at	Bmp2k	Rn.103861	BF389365	BMP-2 inducible kinase=chr14p22	20.8838327	20.97940797	20.84633615	20.94938035	21.26897282	16.79007694	24.90288092	20.38846098	29.88196432	27.71960584	29.28889013	18.76712411
1371851_at	Psmd6	Rn.103875 /// rn.103875	BM383811	proteasome (prosome, macropain) 26S subunit, non-ATPase, 6 /// proteasome (prosome, macropain) 26S subunit, non-ATPase, 6=chr15p16	926.1172304	891.8642821	986.7880408	938.7221909	1066.397309	1210.219659	743.0926375	1049.319867	1067.747319	611.353006	770.7428945	1310.466401
1388077_a_at	P2rx3	Rn.10388	AF084975	purinergic receptor P2X, ligand-gated ion channel, 3=chr3q24	5.465905487	5.476298217	5.479598564	5.55954443	5.52130928	5.418755201	5.688480385	5.433413764	5.410499667	5.602449937	5.577541137	5.360567182
1388155_at	Krt1-18	Rn.103924	BI286012	keratin complex 1, acidic, gene 18=chr2q22	5304.254931	9151.544619	5258.241835	7408.424544	7765.167395	8568.300188	6531.962803	5854.493352	8540.109544	9614.853098	6889.36085	6396.992028
1372999_at	Dcun1d5	Rn.103938	AI171216	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)=chr8q11	488.9416666	349.2000819	554.0100314	580.7272619	639.9189342	616.5060897	263.8312944	438.618359	367.3810806	203.1809617	245.9431005	492.7742772
1371768_at	Ssu72	Rn.103950	BM391850	Ssu72 RNA polymerase II CTD phosphatase homolog (yeast)=chr5q36	567.3990072	562.4265571	676.363879	616.6629673	629.9878213	786.0304354	710.8186632	797.9421184	648.3998541	786.1305475	662.5077114	592.3512054
1377297_at	Ssu72	Rn.103950	BE118384	Ssu72 RNA polymerase II CTD phosphatase homolog (yeast)=chr5q36	49.78182875	33.38504005	46.03227054	46.11491393	50.38356508	48.00083013	42.7166673	42.93392023	40.29583591	43.27056285	43.98029082	45.60494017
1384349_at	Pogz_predicted	Rn.103975	AI577326	pogo transposable element with ZNF domain (predicted)=chr2q34	9.168217564	10.67911821	9.275682671	9.304722135	9.200882178	9.105679882	9.349861173	6.47712172	8.106157462	9.635008565	8.171857094	15.82635058
1389089_at	RT1-Ke4	Rn.103977	BM389027	RT1 class I, locus Ke4=chr20p12	582.2068115	551.1902763	679.8078485	613.1207293	575.9008855	796.3532882	678.4346571	597.242123	642.8482087	488.6780462	441.2737022	836.7895959
1388395_at	G0s2	Rn.1040	AI406939	G0/G1 switch gene 2=chr13q27	9020.03071	7942.431792	8155.413547	5681.20206	6392.125684	7526.83745	2469.301117	2223.013262	3181.95677	2419.750997	3734.226185	2971.117406
1396939_at	Pcsk5	Rn.104002	AI145547	Proprotein convertase subtilisin/kexin type 5=chr1q43	40.38920458	24.91652754	30.55192787	9.536286186	10.99393343	24.88875696	15.44185298	10.75735619	12.86307149	7.273094271	8.423570901	10.73827354
1389286_at	Glrx5_predicted	Rn.104008	AI232948	glutaredoxin 5 homolog (S. cerevisiae) (predicted)=chr6q32	1616.915242	1455.789451	1893.924875	1486.493789	1543.500463	1433.005757	2187.997478	2205.920526	1854.582177	2041.341403	1541.625473	1756.322774
1377996_at	---	Rn.104030	BE103975	Transcribed locus=---	27.55122505	27.32849275	28.06794921	24.45948672	24.12332464	26.64100038	28.33148937	17.51411356	29.84369698	46.56485394	31.08871038	33.43158523
1372990_at	Creb3	Rn.104043	AI179264	cAMP responsive element binding protein 3=chr5q22	282.2256728	337.1349286	328.0899323	385.1050245	341.3588734	532.5213953	300.6105678	373.7759345	389.6595976	305.2274586	253.1809776	357.2220967
1387673_a_at	Anxa6	Rn.10407	BI285568	annexin A6=chr10q22	838.088129	869.1572649	1133.073042	939.3186189	866.2419409	1154.861702	1223.000162	1261.911133	1331.18229	1258.729948	1028.961281	1133.355447
1388767_at	Pdcd6_predicted	Rn.104071	BI296393	programmed cell death 6 (predicted)=chr1p11	798.3220155	824.2640635	742.4403327	887.1416291	994.9522383	1150.328176	655.6737667	925.1196885	769.1989372	806.5616787	609.743294	1015.167172
1369764_at	C4bpa	Rn.10408 /// rn.10408	NM_012516	complement component 4 binding protein, alpha /// complement component 4 binding protein, alpha=chr13q13	8734.471278	8110.330214	8748.136948	8069.234885	8762.183786	8876.906708	7626.365871	8908.691251	11412.72474	7260.463319	5580.066036	9691.809752
1373111_at	Capn7	Rn.104104	AI169441	calpain 7=chr16p16	607.3511865	645.3209413	778.4071388	614.5008743	614.3837925	730.4312261	667.2610349	740.2261605	625.8990377	698.7578992	480.1985513	704.3816498
1368773_at	Fshprh1	Rn.10411	NM_012955	FSH primary response 1=chrXq34	5.131178237	5.113935119	5.140020527	5.219064584	5.196305828	5.005577402	5.41080062	5.045629639	5.067093376	5.31352256	5.423467819	4.91040048
1377753_at	Pard6g_predicted	Rn.104110	BI295763	Par-6 partitioning defective 6 homolog gamma (C. elegans) (predicted)=chr18q12.3	6.481158885	6.417213507	6.469057136	6.637282024	6.581222428	6.445186761	6.625683626	6.462213668	6.671390469	6.592444283	6.591801893	11.08286652
1368436_at	Nudc	Rn.10413	NM_017271	nuclear distribution gene C homolog (Aspergillus)=chr5q36	464.5566476	608.1776376	579.7619284	385.1869479	436.5236112	499.3401965	499.1561319	411.5785503	630.3393596	463.4765827	454.6459049	568.8119625
1389035_at	Yipf3	Rn.104143	BF284830	Yip1 domain family, member 3=chr9q12	18.05181045	15.73090761	25.82499254	17.27790061	15.38097608	20.18953102	9.939207524	14.17658755	16.12262797	9.252556357	14.59132002	23.99757656
1376132_at	LOC362129	Rn.104170	BI289512	glycosyltransferase-like protein=chr3q12	7.639362329	7.570416705	7.650992246	7.789779233	7.74633129	8.43576064	7.977253022	8.181993936	7.542651561	7.766109441	8.019562289	8.456159119
1389139_at	RGD1566054_predicted	Rn.104175	BG665007	similar to Ttc15 protein (predicted)=chr6q16	185.3353473	154.3265167	195.6052738	201.3478077	197.1762855	205.8985984	196.2329063	271.881777	190.7032541	151.0790559	147.9053119	240.6666675
1371031_at	Mat1a	Rn.10418 /// rn.10418	AI454484	methionine adenosyltransferase I, alpha /// methionine adenosyltransferase I, alpha=chr16p14	17564.01365	15874.12125	18163.63978	13710.89521	13506.74921	11664.29741	14369.64022	14543.9803	14365.23287	17614.08204	13780.32669	12658.61759
1378928_at	Atp1a2	Rn.1042	BF387639	ATPase, Na+/K+ transporting, alpha 2 polypeptide=chr13q24-q26	2.753445607	2.725336459	2.765337615	2.78694804	2.76781341	2.727718972	2.812614756	2.726860723	2.699257514	2.823868191	2.802827909	2.696207092
1386911_at	Atp1a2	Rn.1042 /// rn.1042	NM_012505	ATPase, Na+/K+ transporting, alpha 2 polypeptide /// ATPase, Na+/K+ transporting, alpha 2 polypeptide=chr13q24-q26	6.435571164	6.684836992	6.458897807	6.584172876	6.529132164	6.229040549	6.787363795	6.432721203	6.435879114	6.636383857	7.230022992	6.172407841
1371738_at	RGD1308260_predicted	Rn.104231	BI287983	similar to hypothetical protein FLJ10375 (predicted)=chr8q32	162.620477	145.3979811	169.4595127	139.0992515	147.3486921	160.0952127	263.5539638	247.8342528	207.2100925	288.0997162	184.3272755	183.4171295
1370267_at	Gsk3b	Rn.10426 /// rn.10426	BF287444	glycogen synthase kinase 3 beta /// glycogen synthase kinase 3 beta=chr11q21	23.85162383	26.39456777	23.96191836	24.18807732	24.03630168	22.96313741	26.01424424	23.24925651	25.43242741	27.11488811	24.44125334	27.74587541
1371017_at	Gpam	Rn.10427 /// Rn.44456	Z27087	Glycerol-3-phosphate acyltransferase, mitochondrial /// (F344/Crj)rearranged mRNA for T-cell receptor gamma chain (1483bp)=chr1q55	4.238354021	4.224462129	4.258257237	4.300985567	4.274917733	4.224040397	4.445975169	4.224976187	4.17316127	4.252279887	4.437112266	4.100866057
1389481_at	RGD735065	Rn.104274	BI282891	similar to GI:13385412-like protein splice form I=chr20p12	1280.624366	1552.923773	1343.609578	1336.518795	1523.060653	1609.10369	2027.655074	1885.702016	2170.214458	1733.48272	1330.506442	1875.978281
1369744_at	Tg	Rn.10429 /// rn.10429	AF221622	thyroglobulin /// thyroglobulin=chr7q33	6.26113811	6.197078309	6.126218982	6.339930209	6.32931857	6.174289164	6.445909405	6.112983237	6.149393185	7.094839746	6.891437365	5.892880604
1370905_at	Dock9	Rn.10431	BI291229	dedicator of cytokinesis 9=chr15q25	202.7485177	113.414071	156.7841848	191.8661107	133.1151059	146.5138941	86.35773658	196.9955922	102.7276307	74.66397363	78.3407008	224.139627
1379559_at	RGD1308119	Rn.104358	BF400293	Similar to F-box protein FBL2=chr4q44	9.955191588	11.57919565	7.895432424	9.933699906	11.24325318	7.686030567	9.728659746	11.25351934	9.818830953	10.3073044	10.86824346	7.228080636
1372264_at	Pck1	Rn.104376 /// rn.104376	BI277460	phosphoenolpyruvate carboxykinase 1 /// phosphoenolpyruvate carboxykinase 1=chr3q42	8608.255419	12137.94779	14185.56104	9103.52861	6108.092776	7745.281022	9868.96243	10234.58299	16714.85709	14325.06257	14453.9387	16128.12696
1389738_at	Ung	Rn.104379 /// rn.104379	AA848420	uracil-DNA glycosylase /// uracil-DNA glycosylase=chr12q16	475.3104542	545.8815172	548.8819387	240.4299038	353.2794596	339.3537972	313.85019	395.5900055	595.8335709	445.3530425	336.0088927	654.8551549
1388371_at	Prkcsh_predicted	Rn.104417	AI008784	protein kinase C substrate 80K-H (predicted)=chr8q13	1470.376786	1376.85399	1527.970336	1313.37649	1157.00685	1356.60484	1691.011927	1469.238245	1784.976357	1727.47413	1474.227255	1506.014777
1387145_at	Gjb1	Rn.10444 /// rn.10444	NM_017251	gap junction membrane channel protein beta 1 /// gap junction membrane channel protein beta 1=chrXq31	4319.111873	4032.598954	4453.360631	3861.655711	4664.632311	4487.366737	4183.564985	3238.121918	4664.491698	4523.344277	4205.908707	5039.145403
1394320_at	Cdk2	Rn.104460	BF542448	cyclin dependent kinase 2=chr7q11	96.57524953	96.23297142	95.58136853	87.96608859	86.79301333	90.41364488	92.51194095	85.93576921	85.12501499	93.05444506	89.85917504	89.24535455
1378874_at	Cdk2	Rn.104460 /// rn.104460	AI012076	cyclin dependent kinase 2 /// cyclin dependent kinase 2=chr7q11	134.5879103	116.3979268	90.68492762	93.80805828	63.95085587	128.9841528	35.67240149	93.18768866	138.4773746	51.19736237	71.71972509	136.4511339
