"Probe Set"	"Gene Symbol"	"UniGene ID"	"Representative Public ID"	"Gene Title=Chromosomal Location"	"CON1"	"CON2"	"CON3"	"CON4"	"BNF1"	"BNF2"	"BNF3"	"BNF4"	"D3T1"	"D3T2"	"D3T3"	"D3T4"	"OLT1"	"OLT2"	"OLT3"	"OLT4"
"1367738_at"	"Unc119"	"Rn.1609"	"NM_017188"	"UNC-119 homolog (C. elegans)=chr10q25"	7.008546581	6.446008286	7.452567985	6.947067249	6.933532126	11.58510129	6.192133763	7.080924614	7.559073499	7.275888548	7.27913731	6.955579104	7.936780507	7.216851185	7.049824939	6.907499282
"1371046_at"	"---"	"Rn.160927"	"AW920849"	"Transcribed locus, strongly similar to XP_510980.1 PREDICTED: hypothetical protein XP_510980 [Pan troglodytes]=---"	34.95418795	51.31443123	39.11545493	31.99106499	39.35757704	50.4205496	39.09408373	39.32576264	38.46756306	40.90269167	27.57481151	29.21988196	39.49082248	34.25270071	39.39516759	43.03619673
"1397766_at"	"---"	"Rn.160933"	"BI291982"	"Transcribed locus=---"	477.3306631	316.6678786	235.4368425	287.4421326	491.7789503	233.8688232	363.2945369	253.2485127	404.8598683	381.2860877	266.5153883	356.6255469	186.7141602	298.6070779	166.8601482	433.0524172
"1368583_a_at"	"Hrg /// LOC681544"	"Rn.16100"	"NM_133428"	"histidine-rich glycoprotein /// similar to histidine-rich glycoprotein=chr11q23"	15358.69098	18199.52996	19014.71889	17896.07243	17464.61441	18855.20114	18754.17969	19538.52	22094.58786	23078.93563	24098.46026	22162.48801	26092.46167	18053.84518	19178.70316	19550.55496
"1374509_at"	"---"	"Rn.16101"	"BI275722"	"CDNA clone IMAGE:7324860=---"	413.3866908	421.4430908	472.5014446	470.1857277	425.731044	526.0950162	367.9556257	357.8294221	425.9954642	556.2545837	449.5920183	436.8327112	593.8527184	716.5911138	558.6253716	584.1005723
"1372682_at"	"RGD1307218"	"Rn.161029"	"BI289460"	"similar to RIKEN cDNA 2810432L12=chr5q22"	4.741474746	4.804893896	4.770977048	4.954426497	4.862985763	4.765433746	4.856558783	4.865240603	4.751642507	5.124893946	5.007451858	4.71897843	4.971309117	4.954426497	5.066952481	4.7211278
"1390507_at"	"Isg20"	"Rn.16103"	"BI296097"	"interferon stimulated exonuclease 20=chr1q31"	5.056554536	5.095804999	4.934951356	5.182708288	5.174641515	5.063381331	5.140871456	4.948063308	5.047617173	5.198569879	5.11368394	5.058127478	5.088671313	5.16881059	5.186917107	5.010119665
"1384059_at"	"---"	"Rn.161035"	"BE115159"	"Transcribed locus=---"	9.537824984	9.695556025	9.714934797	10.05009979	9.852288362	9.641383732	9.757109452	9.820683713	9.672851014	10.53344572	10.80348922	9.509083674	11.88299427	10.1835932	10.58040288	9.376763133
"1376450_at"	"Tmem5"	"Rn.161056"	"BG375242"	"transmembrane protein 5=chr7q22"	338.6468591	529.6224488	531.8001648	546.2749806	532.4460483	496.0099283	493.1784723	502.9819032	603.5748956	654.8786928	438.9541832	423.0424644	483.8824444	470.0312822	721.2528539	710.0765968
"1376371_at"	"---"	"Rn.161063"	"AW434139"	"Transcribed locus=---"	68.37378735	52.44397289	64.40691739	58.46647875	30.73657095	19.87373061	50.48064756	43.97485367	129.9442378	124.1354408	167.5574705	212.5945201	79.39619941	49.27646526	64.66181831	79.59411339
"1372384_at"	"RGD1561651_predicted"	"Rn.161077"	"BM383306"	"Similar to zinc finger protein 609 (predicted)=chr8q24"	6.72841597	6.72939093	6.395821804	7.503282256	6.81407938	6.662156437	6.753120141	6.670516588	6.696218007	6.787896617	6.745411633	6.669289149	6.679841228	6.79478442	6.822601762	6.811616744
"1390468_at"	"---"	"Rn.161078"	"BF397709"	"Transcribed locus, weakly similar to XP_529728.1 PREDICTED: hypothetical protein XP_529728 [Pan troglodytes]=---"	31.05074859	33.55826943	31.26087957	32.25782922	31.81222097	30.96865127	31.64281474	31.74882919	31.35857781	32.82130101	32.12548512	36.72116259	31.22502825	32.13351529	29.26950936	31.04465677
"1376786_a_at"	"---"	"Rn.161078"	"BF397709"	"Transcribed locus, weakly similar to XP_529728.1 PREDICTED: hypothetical protein XP_529728 [Pan troglodytes]=---"	9.235510823	6.143749951	5.997171787	5.273653195	6.450327742	4.853585498	6.388283951	4.785506466	5.247009485	5.661953206	6.457349965	10.90879543	3.994035808	6.572055852	6.86799182	9.38918201
"1373964_at"	"3-Mar"	"Rn.161106 /// Rn.187830 /// Rn.22418"	"AA818815"	"Transcribed locus, moderately similar to XP_217363.3 PREDICTED: similar to EF-hand domain (C-terminal) containing 1 [Rattus norvegicus] /// Membrane-associated ring finger (C3HC4) 3 /// Transcribed locus=chr18q12.1"	361.0884137	295.0226897	181.4680157	204.163051	261.164204	185.3494973	322.8949788	276.1373358	294.2955458	290.5262638	273.331902	279.6985815	280.7577749	250.9220875	240.9543007	261.6042987
"1389114_at"	"RGD1309144"	"Rn.16112"	"AW523874"	"similar to Hypothetical protein MGC59076=chr4q32"	261.5620434	226.3668651	191.0311377	213.0378174	210.3138966	169.1235029	253.6705707	268.1875153	492.0220144	461.9429598	498.0729092	396.5234732	525.4817923	296.5400657	281.1479084	312.1019498
"1398566_at"	"---"	"Rn.161133"	"AW526014"	"Transcribed locus=---"	93.97384294	83.49358232	49.83778057	68.95982375	99.42632203	12.03316094	136.539162	33.82672801	276.0592451	404.3955106	558.4871742	162.2726066	282.0464623	83.99886505	52.12167097	66.18780899
"1396483_at"	"---"	"Rn.161176"	"AW434740"	"Transcribed locus=---"	56.53735027	45.34914636	58.12774726	60.18232918	55.58716569	60.38320949	58.44069228	58.53545007	40.43955145	74.3581347	62.668033	47.17016339	109.6736322	63.63399381	63.83305157	56.77199868
"1385465_at"	"Siglec5_predicted"	"Rn.161194"	"BG379188"	"Sialic acid binding Ig-like lectin 5 (predicted)=chr1q22"	8.499510438	28.09021561	14.66150871	20.42820793	10.17825755	37.3434084	13.35425699	10.93541566	15.88934065	12.87963173	11.16084317	16.08098899	18.59205763	13.68941457	15.94028076	13.1550011
"1394884_s_at"	"Lyplal1_predicted"	"Rn.1612"	"AI171809"	"Lysophospholipase-like 1 (predicted)=chr13q26"	750.0294463	782.5602731	657.2408638	767.778061	997.6584155	682.1282684	730.5070186	903.8004211	1230.932358	753.385894	587.2298774	974.2161417	689.2544321	979.8273011	551.0655056	1094.93745
"1374618_at"	"---"	"Rn.16122"	"BI279751"	"Transcribed locus, strongly similar to XP_223161.3 PREDICTED: similar to proto-oncogene AF4 [Rattus norvegicus]=---"	920.4547809	894.8348537	716.021111	917.7330579	729.7885673	611.9679649	884.8849602	670.1810299	781.5104531	539.9016356	610.8071221	867.6083647	529.9497176	656.0311418	492.5777166	762.3475431
"1392292_at"	"Kctd5_predicted"	"Rn.161259"	"BM386143"	"potassium channel tetramerisation domain containing 5 (predicted)=chr10q12"	42.20967725	39.90453714	41.78532752	43.29492329	42.42894511	43.78873817	42.14302043	51.5524859	47.21370808	41.53086249	33.30549579	40.76066246	45.18692118	33.71153793	42.27139935	37.4322507
"1397764_at"	"Kctd5_predicted"	"Rn.161259"	"BG379719"	"potassium channel tetramerisation domain containing 5 (predicted)=chr10q12"	1075.109827	792.7231247	841.2245823	735.5697997	874.9540842	597.1146939	831.6680389	828.3705512	707.8603026	783.3707452	699.5753759	856.5634086	799.8467733	835.8375935	584.6332585	954.8503747
"1383012_at"	"Rhpn2_predicted"	"Rn.16129"	"BE115155"	"rhophilin, Rho GTPase binding protein 2 (predicted)=chr1q21"	70.06371149	49.49025642	18.55724862	32.05019852	18.97710881	18.57943313	18.63365152	16.90025849	43.73106232	33.25520011	38.07077883	159.4212063	32.61713109	41.09997189	33.18643835	30.40169135
"1393224_at"	"---"	"Rn.161296"	"AW529774"	"Transcribed locus=---"	1031.594313	707.3094145	656.0754877	988.6280925	695.2056467	470.1399676	772.1815823	562.5670535	695.1604088	633.4798654	521.8075553	678.6285658	434.2318021	633.1410385	503.1242213	758.0360982
"1396916_at"	"---"	"Rn.161298"	"BE106066"	"Transcribed locus=---"	17.85516447	20.05401987	21.7217593	21.45714341	20.19997813	20.98343824	20.6082017	20.75264598	19.63304687	21.91206879	22.47505366	20.02758456	28.94917032	24.07437583	33.79805971	20.2555176
"1395944_at"	"---"	"Rn.161307"	"AI548667"	"Transcribed locus=---"	14.53624259	14.98233442	15.12649618	15.74713231	15.24057494	14.97689582	15.14805629	15.27219724	14.82023254	15.32676483	15.57445797	14.67868744	16.72627687	16.24061654	17.91494272	14.7134967
"1377301_at"	"---"	"Rn.161322"	"BF406641"	"Transcribed locus=---"	24.89330509	58.44421366	44.38743345	50.72310925	56.10877032	48.08754042	59.4988839	42.2746158	47.84022534	33.97490613	49.34649032	57.79310411	30.097842	49.97602761	51.62707631	47.50397496
"1373451_at"	"MGC94780"	"Rn.16136"	"BG380780"	"similar to hypothetical protein FLJ11712=chr15p12"	14.61264954	13.91100216	14.8165008	15.16668112	14.95875486	14.58549819	15.91019005	14.79342743	14.6034298	13.6799766	12.53116116	16.88641371	14.8586631	14.92821366	15.2171468	14.45001731
"1370351_at"	"Tdrd7"	"Rn.16138"	"AB030644"	"tudor domain containing 7=chr5q22"	223.4282564	222.3022701	216.9499764	223.1580944	212.6842947	192.4390736	186.6101022	213.0661825	216.3558551	132.0018457	169.1874093	233.2860093	144.3455913	196.7633453	188.8492298	232.4187981
"1373269_at"	"---"	"Rn.161389"	"AI407751"	"Transcribed locus=---"	298.8058746	229.7588264	174.690707	210.8253351	309.4639234	174.2424084	214.6282024	199.5464185	177.4553265	203.0269018	174.0081535	216.2225466	134.5989777	178.4846965	138.0535175	196.091128
"1386218_at"	"---"	"Rn.161398"	"AI639301"	"Transcribed locus=---"	8.794870104	8.946959309	9.032805693	9.299742267	9.069622315	8.933357688	9.012726173	9.030941679	8.745415948	10.18451044	10.13251164	8.80273855	10.83731906	9.7668552	10.80972614	8.728979494
"1375907_at"	"Ascc1"	"Rn.16141"	"BG380458"	"activating signal cointegrator 1 complex subunit 1=chr20q11"	4.98473638	5.026211983	6.160927874	5.120038956	5.071434785	5.008479701	5.034775664	5.047387619	5.049939182	5.512526087	7.174632218	5.007150999	9.832806082	5.203928417	5.078570877	5.056649178
"1391990_at"	"---"	"Rn.161414"	"BF405569"	"Transcribed locus=---"	9.008149976	8.941570196	9.210570524	9.328874637	8.80026472	8.92441977	8.957559286	9.040059831	8.880584231	10.02224898	9.731414374	8.629976585	10.39424493	9.515669852	9.273200285	8.76579381
"1382252_at"	"---"	"Rn.161419"	"BE099808"	"Transcribed locus=---"	14.6364345	14.32271975	16.7358219	15.68486966	27.23766829	20.19199832	17.01019972	17.18981483	16.32624108	14.68613751	21.64927515	17.80094925	14.42412757	17.12666036	19.88722111	16.62400618
"1385729_at"	"---"	"Rn.161430"	"BE108687"	"Transcribed locus=---"	36.88163126	41.01954244	43.77984003	53.37976714	32.21416163	35.65040737	40.18609118	41.25590387	21.50888199	31.45256723	41.65957438	53.07545688	28.33179462	38.83411009	36.5988985	35.3846447
"1375363_at"	"---"	"Rn.161441"	"BG374402"	"Transcribed locus=---"	426.5006045	508.0884417	519.7138647	566.0454339	718.1502449	538.7951066	636.1351833	542.2079465	657.2990565	578.6916583	757.978426	805.8781085	377.8507458	588.32999	352.9831303	722.0449536
"1384451_at"	"---"	"Rn.161443"	"BE116574"	"Transcribed locus=---"	306.9613567	164.2285105	149.5740123	186.4757936	193.8685455	122.8496495	165.0692586	151.7273923	163.235329	113.3072102	109.113856	190.3607484	37.21394968	148.2833344	81.28826625	165.692562
"1398302_at"	"Prlpf"	"Rn.1615"	"AI013501"	"prolactin-like protein F=chr17p11"	6.431759034	6.493034757	6.508315706	6.785004432	6.576789102	6.443422234	6.540405947	6.564582399	6.402350965	6.769917693	6.704129054	6.337467616	7.037111992	6.852473401	7.144930426	6.349469983
"1383538_at"	"---"	"Rn.16154"	"BF545850"	"Transcribed locus, strongly similar to XP_230007.3 PREDICTED: similar to zinc finger protein 650 [Rattus norvegicus]=---"	1797.694668	1103.133332	791.7249021	1309.750094	993.8189789	635.1541518	1111.113084	954.0258259	817.3383851	603.7667382	576.7281849	863.4026126	424.7748118	785.4145357	589.8465629	893.1895085
"1373455_at"	"Paf1"	"Rn.161558"	"BE115648"	"Paf1, RNA polymerase II associated factor, homolog (S. cerevisiae)=chr1q21"	241.311852	199.1862721	233.0070769	218.0747839	207.7257541	231.5260573	166.5778006	184.2750714	203.1943223	239.6433865	275.9740263	244.4837617	165.582698	329.2724191	240.2529408	295.7639239
"1384190_at"	"Mapk8ip3"	"Rn.16158"	"BF553848"	"mitogen-activated protein kinase 8 interacting protein 3=chr10q12"	17.35679609	13.77710136	15.50129121	13.97024506	13.8247575	22.90807184	13.83194831	13.85924709	13.66766305	14.05435211	14.11683829	11.44507474	14.04494358	13.95802589	11.91502856	13.38460561
"1398856_at"	"Psma2"	"Rn.1617 /// rn.1617"	"AA801204"	"proteasome (prosome, macropain) subunit, alpha type 2 /// proteasome (prosome, macropain) subunit, alpha type 2=chr17q12.1"	2153.81785	2680.79839	2368.866203	2420.906004	2415.017587	2308.657751	2501.190765	2692.703267	2859.488682	1719.78588	1970.613691	1745.400875	2077.126074	2214.802331	2441.39125	2797.636038
"1391164_at"	"Tfip11"	"Rn.161710"	"BF394231"	"Tuftelin interacting protein 11=chr19p11"	5.536447263	5.616407315	5.821019425	5.805406752	5.65889364	5.600988729	5.671955277	5.682606475	5.572642498	6.12792302	5.91359095	5.515461088	5.932621923	5.938753019	5.966669609	5.512422394
"1371707_at"	"Tnpo2_predicted"	"Rn.161713"	"AI235431"	"transportin 2 (importin 3, karyopherin beta 2b) (predicted)=chr19q11"	537.619522	346.3741754	274.5685465	318.8409652	326.2371464	187.5021817	287.6493692	230.3331503	308.9283045	328.0015852	313.4733774	351.1390039	201.5165724	367.654568	212.3623984	367.1532899
"1371896_at"	"Gadd45gip1"	"Rn.161715"	"AI411436"	"growth arrest and DNA-damage-inducible, gamma interacting protein 1=chr19q11"	639.062703	498.2054177	652.2732071	572.8493995	538.7336278	543.7093539	479.5850332	528.866244	569.2584443	665.6784429	859.2363008	620.9049022	890.0039008	1081.087995	685.8455729	885.9771452
"1387214_at"	"Ces1"	"Rn.161717 /// rn.161717"	"NM_031565"	"carboxylesterase 1 /// carboxylesterase 1=chr19p11"	1783.590098	1433.527842	1578.174294	1397.110979	1179.11631	1014.262002	1756.465714	1501.057753	2758.728585	2563.235183	2585.961193	2523.412052	2637.760293	1628.40939	1363.503625	1821.756168
"1388602_at"	"Cfd"	"Rn.16172"	"AI237358"	"complement factor D (adipsin)=chr7q11"	29.8699739	16.51345073	23.70989601	16.39386054	42.66519063	51.86712593	16.59003497	27.61302482	16.30017122	7.766104887	16.97711312	19.24676194	16.0713964	7.175926289	3.827763447	4.774068686
"1372806_at"	"Vps35_mapped"	"Rn.161720"	"AA955295"	"vacuolar protein sorting 35 (mapped)=chr19q11"	746.3058569	653.7616246	662.3304702	645.7834531	804.1324759	591.7517495	686.4553818	826.9473416	836.644746	542.1586665	668.9482608	811.5663148	455.4409551	536.4724379	453.3625786	741.3425242
"1396880_at"	"---"	"Rn.161723"	"AI548656"	"Transcribed locus, strongly similar to XP_574257.1 PREDICTED: similar to EG:49E4.1 [Rattus norvegicus]=---"	6.227225971	6.364237831	6.36153223	6.624217963	6.437823222	6.330859051	6.412140204	6.42425897	6.335991496	7.116403852	6.529692422	6.313391986	6.976846912	6.765122382	6.912233737	6.269691257
"1367580_at"	"Rpl10a"	"Rn.161731"	"NM_031065"	"ribosomal protein L10A=chr20p12"	2208.637277	2305.852652	2459.177883	1921.307991	1992.084556	2214.262764	2244.848736	2543.133303	2757.009685	2518.796077	2477.497386	2242.009646	2606.923261	2334.622201	1593.586461	1861.341945
"1398511_at"	"Susd2_predicted"	"Rn.161744 /// rn.161744"	"AA901176"	"sushi domain containing 2 (predicted) /// sushi domain containing 2 (predicted)=chr20p12"	4.42405399	4.442014881	4.402100304	4.526500855	4.496656358	4.385782933	4.465910315	4.468828864	4.42085439	4.589336255	4.545839009	4.400078846	4.464576773	4.517267197	4.551974188	4.351517759
"1396100_at"	"Aggf1"	"Rn.161756"	"BF563171"	"angiogenic factor with G patch and FHA domains 1=chr2q12"	45.17093295	41.76440162	40.55487009	41.89604284	49.40523725	40.55014362	41.20454257	41.17865199	40.74466978	41.76110268	41.56867135	33.12543652	40.88801906	41.51186615	37.35328694	40.21939832
"1382175_at"	"RGD1563824_predicted"	"Rn.161764"	"AW534129"	"Similar to Wilms tumor 1-associating protein (WT1-associated protein) homolog) (predicted)=chr1q11"	419.1593674	223.8666347	248.318923	230.908299	260.7028872	199.661039	228.2727329	289.6254646	191.3623957	65.0765084	167.3091217	157.4682879	103.9253893	166.8968597	168.2213739	228.4958176
"1380745_at"	"RGD1563824_predicted"	"Rn.161764"	"AA900859"	"Similar to Wilms tumor 1-associating protein (WT1-associated protein) homolog) (predicted)=chr1q11"	165.7199468	230.4779453	203.7046083	222.2765352	236.4233261	240.6100193	234.5720153	231.6852484	251.0790293	295.9041383	237.6966814	256.3966891	235.5967775	233.3984579	252.6674715	229.6589523
"1391339_at"	"RGD1563824_predicted"	"Rn.161764"	"BI304052"	"Similar to Wilms tumor 1-associating protein (WT1-associated protein) homolog) (predicted)=chr1q11"	22.10803885	26.60675809	28.94806566	24.44501204	18.50720655	27.3798457	25.45216672	27.32102642	26.43807906	41.91489107	28.80375451	25.94403984	28.88472814	28.24212218	36.43532002	26.33164362
"1396830_at"	"RGD1562135_predicted"	"Rn.161778"	"AW527558"	"RGD1562135 (predicted)=chr4q11"	3.281326819	3.26131191	3.666179588	3.292241695	3.287863313	3.199940119	3.270296829	3.271316257	3.203408733	3.315942337	3.291738647	3.086904526	3.256570086	3.280438401	3.286249533	3.191355681
"1381220_at"	"Acvr2a"	"Rn.161783"	"BM383968"	"activin receptor IIA=chr3q12"	138.9689591	133.5008938	110.9467962	127.052462	206.3129263	130.222282	154.6092493	133.7421532	139.9850347	86.69156624	72.14352174	142.7862503	85.09520906	88.21665236	96.01891575	131.1007015
"1368202_a_at"	"Dab2"	"Rn.161784"	"NM_024159"	"disabled homolog 2 (Drosophila)=chr2q16"	74.09885559	175.6148192	280.9581165	116.4555514	639.8624603	436.5069145	265.7533517	443.6105318	570.5526366	131.2316071	255.6215029	354.1972464	108.4840704	176.7701924	250.233019	217.7379658
"1382235_at"	"RGD1306809_predicted"	"Rn.161785 /// rn.161785"	"BF549700"	"similar to hypothetical protein FLJ30596 (predicted) /// similar to hypothetical protein FLJ30596 (predicted)=chr2q16"	4283.705932	3237.176921	2514.8362	3407.381643	1819.747151	1288.458603	2469.573891	1808.75312	3833.580209	2678.671981	3131.045959	3514.93126	2321.345342	2050.898175	1905.372254	2486.438961
"1392017_at"	"Stam2"	"Rn.161793"	"BF397766"	"Signal transducing adaptor molecule (SH3 domain and ITAM motif) 2=chr3q12"	8.225832169	8.544217693	14.90407604	7.722192064	9.924632751	8.928652783	8.636376179	8.577419452	9.348711778	10.05179178	9.152977226	8.366436991	10.15834311	8.667650898	8.29607028	8.295393319
"1394082_at"	"LOC311078"	"Rn.161794"	"BG662631"	"similar to T-Brain-1=chr3q21"	453.2611648	478.7983973	429.2205354	557.5484098	449.5800776	572.5090751	726.8012955	858.9443401	845.5702925	247.6270544	343.8725813	460.9764212	326.1106306	410.6104813	419.2114428	821.6638324
"1383429_at"	"LOC311078"	"Rn.161794 /// rn.161794"	"BI289160"	"similar to T-Brain-1 /// similar to T-Brain-1=chr3q21"	1390.633014	1204.070182	1193.040348	1494.74816	1414.448104	1078.020106	1390.829821	1699.275115	1404.394504	897.6169003	1068.39656	1191.539902	1162.688012	1267.116344	1131.917762	1810.747515
"1383240_at"	"Itga6"	"Rn.161799"	"BE110753"	"integrin, alpha 6=chr3q22"	112.6359971	244.0206181	93.39619383	177.7536745	112.1633704	76.587089	71.59478075	90.49243754	113.0941782	97.01580977	111.1627089	116.1665307	70.12968836	338.8108308	172.4761045	153.3732609
"1371185_at"	"Itga6"	"Rn.161799"	"BF420621"	"integrin, alpha 6=chr3q22"	4.712650621	4.782032646	4.778078956	4.898514087	4.85072996	4.761932537	4.829972935	4.833756553	4.771807423	5.119170004	4.896522809	4.688915779	5.082977639	4.96917017	5.18691115	4.695605412
"1369625_at"	"Aqp1"	"Rn.1618"	"AA891661"	"aquaporin 1=chr4q24"	15.89447754	7.289952858	5.748543317	7.453051466	34.54011852	25.22736032	7.573968552	62.2477933	22.44485421	5.066830028	7.527167783	11.16303233	7.717523773	7.02246794	5.922410133	6.698937552
"1387651_at"	"Aqp1"	"Rn.1618"	"L07268"	"aquaporin 1=chr4q24"	7.602706298	8.198974531	8.14892795	8.343028473	8.348675331	8.157635789	8.148552509	11.46251437	8.385420815	8.409845427	9.458125736	7.619708643	8.261949747	8.318358236	8.894922453	8.089867429
"1398347_at"	"Axl /// LOC687188"	"Rn.161805"	"AI406520"	"AXL receptor tyrosine kinase /// similar to AXL receptor tyrosine kinase=chr1q21"	231.941114	246.5829781	329.2822205	228.166761	553.5679549	579.1998494	353.7123199	371.0784024	346.3172048	250.1973261	253.3250852	242.8130288	192.2139444	153.8507358	134.4929863	149.0610778
"1389695_at"	"RGD1311980"	"Rn.16181"	"AI410976"	"similar to cDNA sequence BC004044=chr12q11"	138.0439153	144.7728427	177.0301054	150.9514236	133.2810133	119.6159696	121.9416346	144.8720404	120.0078335	153.0131597	132.6551692	155.8506921	223.2696807	221.4278345	215.7387645	144.4466847
"1392539_at"	"Blvrb_predicted /// LOC681468"	"Rn.161812"	"AI009013"	"biliverdin reductase B (flavin reductase (NADPH)) (predicted) /// similar to biliverdin reductase B (flavin reductase (NADPH))=chr1q21"	871.4250975	959.4191196	1333.301769	1270.579507	1072.873756	690.8746848	1094.486626	1239.533391	1595.529381	1675.149093	1945.647985	110.9016198	1948.351553	1918.288068	1221.658197	1604.527899
"1391781_at"	"Blvrb_predicted"	"Rn.161812"	"BE097788"	"Biliverdin reductase B (flavin reductase (NADPH)) (predicted)=chr1q21"	57.24861481	90.66102895	92.72614581	93.73948626	92.24311495	90.22112584	86.7167847	85.49835053	97.64674031	132.5596586	134.7131317	105.0513964	96.10487069	93.5413231	86.45084942	89.04079607
"1391262_at"	"RGD1564247_predicted /// LOC686268 /// LOC690251"	"Rn.161817"	"BE105606"	"similar to SUMO/sentrin specific protease 5 (predicted) /// similar to SUMO/sentrin specific protease 5 /// similar to SUMO/sentrin specific protease 5=chr2q24 /// chr1q43"	281.019816	78.44199322	70.60460552	81.05040081	100.070207	66.34611014	79.28861077	66.48223489	66.95387269	61.44947169	54.33763072	59.64343653	60.30091256	53.60060423	62.16393622	59.40741098
"1382477_at"	"Senp5_predicted /// RGD1564247_predicted /// LOC686286"	"Rn.161817"	"AW532560"	"SUMO/sentrin specific protease 5 (predicted) /// similar to SUMO/sentrin specific protease 5 (predicted) /// similar to SUMO/sentrin specific protease 5=chr11q22 /// chr2q24"	114.2747657	115.727079	144.2227338	100.1861635	97.53115286	139.6572005	97.80020987	117.60556	94.01895589	102.4669258	105.0872529	89.08624467	40.11533483	117.3480047	91.29797049	82.69057296
"1389580_at"	"Smarca3_predicted"	"Rn.161819"	"BM384827"	"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 3 (predicted)=chr2q24"	25.16726325	27.80871409	32.19933506	24.88159236	45.97547605	27.49578335	33.41036315	27.87451316	27.51969995	27.77777292	28.02103413	28.72284004	27.65294426	27.76002725	42.33354472	30.37848306
"1376626_at"	"MGC94941"	"Rn.161824"	"AI145815"	"similar to Mkrn1 protein=chr4q22"	185.9072375	173.6736321	171.9558753	209.6689928	284.4437332	199.8777565	205.533756	262.6616437	225.3914419	199.8235268	183.502695	204.1319764	171.801705	208.8011217	235.01514	225.37195
"1369939_at"	"Cycs"	"Rn.161841"	"AI104240"	"cytochrome c, somatic=chr4q24"	6083.778278	5002.057062	5266.142371	5539.614624	5014.582271	4389.122954	4055.982465	5462.274873	5973.774649	5255.117257	5901.688828	5982.235914	5140.267201	6181.980637	5092.420932	6814.67283
"1387773_at"	"Cycs"	"Rn.161841 /// rn.161841"	"NM_012839"	"cytochrome c, somatic /// cytochrome c, somatic=chr4q24"	1657.52411	1606.688817	1448.876408	1738.201355	1636.782364	1421.434337	1445.488534	2027.790284	1996.193903	1254.396392	1389.512165	1850.030743	1464.758737	1605.173112	1302.845514	2023.658142
"1389162_at"	"Hirip5_predicted"	"Rn.161843"	"BI277328"	"histone cell cycle regulation defective interacting protein 5 (predicted)=chr4q34"	192.3635767	203.4966918	154.7655548	229.1242439	273.8521163	170.487447	212.7594544	258.1904984	238.9798835	154.9770975	161.7525022	192.903431	172.8252359	184.503953	115.6660266	275.7766676
"1381478_at"	"Hirip5_predicted"	"Rn.161843"	"BF403155"	"Histone cell cycle regulation defective interacting protein 5 (predicted)=chr4q34"	6.822300565	7.066173231	7.538139387	7.346533004	7.258828827	7.079951797	7.175791217	7.210342376	7.0391227	7.95717742	7.630954503	6.786818347	8.115624484	7.454693034	8.118533617	6.982632627
"1388367_at"	"Pole4_predicted"	"Rn.161846"	"AI178241"	"polymerase (DNA-directed), epsilon 4 (p12 subunit) (predicted)=chr4q34"	513.1394217	407.310735	455.2779767	415.6707585	415.8565692	380.6984807	426.3594103	410.7300591	472.2468951	444.29327	490.0663628	539.9534215	428.8138628	494.0428189	417.6600499	486.5210981
"1392533_at"	"RGD1305145"	"Rn.161855"	"AI716888"	"similar to CG6796-PA=chr1q32"	12.64011039	12.6580349	12.59889123	13.24533041	12.87036187	11.84705363	13.27312298	12.78469913	12.52684445	13.05035549	13.91910728	20.78319087	13.25594091	12.90133864	12.96742136	14.13469192
"1389136_at"	"Prkrir_predicted"	"Rn.161856"	"AI406280"	"protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor) (predicted)=chr1q32"	149.5658369	139.7511407	109.2658597	117.4966319	111.1406252	109.4364823	110.4238595	111.0698248	192.0458681	105.6533611	90.10956556	107.5983229	77.39364427	87.78304257	84.21224293	100.4038716
"1383181_at"	"Dnajc9_predicted"	"Rn.16186"	"AI704947"	"DnaJ (Hsp40) homolog, subfamily C, member 9 (predicted)=chr15p16"	290.4019758	187.5045132	192.2692246	178.8976665	266.493759	190.3512489	214.1584915	218.6584793	257.4626709	204.656257	226.1352666	233.4049197	160.2407127	263.185392	227.3354476	274.0768446
"1370683_at"	"Kcnk15"	"Rn.161865"	"AF467250"	"potassium channel, subfamily K, member 15=chr3q42"	5.0153269	5.06187209	5.008520121	5.196008875	5.125100354	5.006353001	5.084242495	5.092278012	5.022036002	5.188313593	5.171335947	4.951965118	5.093115127	5.154592533	5.156125195	4.975548197
"1374213_at"	"Arfgef2"	"Rn.161866"	"BM384718"	"ADP-ribosylation factor guanine nucleotide-exchange factor 2 (brefeldin A-inhibited)=chr3q42"	160.3223572	179.9167092	180.5491656	186.3529665	157.4503012	158.5472698	184.2184883	162.1913743	187.9858861	186.5063636	190.5389959	185.9929259	207.3193416	183.9567102	118.809355	178.4567368
"1375417_at"	"Prkcbp1"	"Rn.161869"	"BM391419"	"protein kinase C binding protein 1=chr3q42"	150.416092	100.0635943	182.0255177	134.4593067	145.1906573	152.8551914	136.9772191	172.7362819	190.1998997	326.6829757	441.3312262	236.1003557	279.3707324	454.1819	203.2113446	196.9841609
"1390305_at"	"Prkcbp1"	"Rn.161869"	"AI599263"	"protein kinase C binding protein 1=chr3q42"	158.73286	153.8525283	214.1580284	157.6953753	166.1921355	195.4810065	156.0053247	180.504303	196.8852609	271.7186127	290.0751193	159.597759	211.3224544	270.3304618	211.2901509	246.8227682
