Probe Set	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	CON 1	CON 2	CON 3	CON 4	D3T 1	D3T 2	D3T 3	D3T 4	C10 1	C10 2	C10 3	C10 4
1426359_at	Zc3h11a			zinc finger CCCH type containing 11A	749.0031625	784.2848924	739.9325732	715.3086116	764.3687569	737.9319649	802.5447338	670.3041241	756.1349867	687.7693432	866.9265761	657.7192112
1426360_at	Zc3h11a			zinc finger CCCH type containing 11A	531.7808445	506.4847428	458.823985	464.4485569	463.8202506	531.061083	557.5846365	458.2032877	1115.171592	811.283873	1147.32627	752.0516825
1426371_at	Far1			fatty acyl CoA reductase 1	70.55248533	78.25109309	56.39060827	33.89517466	42.17856186	49.65231229	57.74255338	63.52523931	76.00629472	66.74310965	59.08688343	66.87879739
1426382_at	Ppm1b			"protein phosphatase 1B, magnesium dependent, beta isoform"	2498.956374	2931.818341	2282.264049	2376.858	2498.956374	2034.177701	2014.994241	1919.147657	1740.91494	1638.011761	1788.692903	1452.084808
1426383_at	Cry2			cryptochrome 2 (photolyase-like)	150.9870494	124.7495672	121.5815916	107.7805467	162.9892495	190.0602471	198.7437938	170.320585	187.3776407	185.610305	201.1801285	233.6433232
1426389_at	Camk1d			calcium/calmodulin-dependent protein kinase ID	493.623066	386.3460935	229.8783836	417.9049393	648.8751024	534.6681766	564.4198827	531.061083	367.9683829	481.0876653	601.5004473	296.7061458
1426440_at	Dhrs7			dehydrogenase/reductase (SDR family) member 7	619.6848983	658.6101794	642.7549476	686.8389284	1241.045247	1148.886051	1219.395152	727.0239093	647.1206926	680.3607009	711.4452861	881.1250671
1426441_at	Slc11a2			"solute carrier family 11 (proton-coupled divalent metal ion transporters), member 2"	78.19817321	89.35304564	80.39879647	64.43470328	70.60027999	61.91203606	71.90244877	66.87879739	53.81737058	44.76734952	45.68573941	42.69561494
1426447_at	Nup35			nucleoporin 35	83.22274675	120.5980693	159.496726	94.8373207	76.67806365	146.2591426	121.4993681	115.0948923	44.5859113	70.07650896	99.37189692	68.389503
1426452_a_at	Rab30			"RAB30, member RAS oncogene family"	97.90298892	55.78316939	55.93440321	55.44436743	91.12443126	81.3843788	79.74836301	53.02188295	41.75245141	53.12963881	76.73000799	79.9645689
1426458_at	Slmap			sarcolemma associated protein	64.13011104	55.48188888	54.5878511	61.87016602	59.68986145	65.75656353	51.3268209	67.42421899	201.7255482	138.0813821	182.8666272	152.9414874
1426460_a_at	Ugp2			UDP-glucose pyrophosphorylase 2	1475.859838	1269.944735	1119.710455	1539.119997	1450.113391	1609.436565	1624.770235	1349.715851	2319.647708	2412.528048	2242.449841	1698.999838
1426461_at	Ugp2			UDP-glucose pyrophosphorylase 2	1805.721894	1495.985006	1489.920875	1888.218495	1646.914564	1916.555419	1850.269877	1729.16521	2838.080902	2872.875982	2736.222814	1961.171519
1426471_at	Zfp52			zinc finger protein 52	22.70413236	18.73337586	23.69327954	23.64522557	23.02917781	18.4439787	19.2866544	22.56623764	12.32933429	15.39963231	18.22061816	13.59164339
1426473_at	Dnajc9			"DnaJ (Hsp40) homolog, subfamily C, member 9"	115.7981986	117.6947372	126.6211857	89.59535291	123.740332	148.8559418	97.11101229	68.66785532	68.71432564	68.20459344	55.0703167	74.27701844
1426487_a_at	Rbbp6			retinoblastoma binding protein 6	377.0452854	366.4767846	392.6739275	458.2032877	516.1759093	432.2910029	434.6384509	380.1204942	715.3086116	665.781974	777.9404967	702.8295307
1426494_at	Rg9mtd3			RNA (guanine-9-) methyltransferase domain containing 3	63.1821445	71.51410931	68.71432564	64.21698381	69.22786736	79.74836301	60.5853888	64.47830885	25.52480439	46.68612684	49.45107574	43.4242793
1426501_a_at	Tifa			TRAF-interacting protein with forkhead-associated domain	253.5854219	299.5313088	188.2676092	133.0351805	213.0948623	186.8708849	250.6841549	154.606911	365.4859153	200.7719621	190.317709	259.4892568
1426513_at	Rbm28			RNA binding motif protein 28	69.79249489	56.31432303	76.62620759	80.89008658	77.19887936	115.4069262	90.69367279	72.43981717	59.60911297	40.88546093	47.13066067	51.6754091
1426516_a_at	Lpin1			lipin 1	579.911123	973.9703205	1779.036013	1264.796881	1676.155173	1852.772462	2405.998454	4838.117191	6722.769639	2706.738877	7718.260383	11507.04677
1426524_at	Gnpda2			glucosamine-6-phosphate deaminase 2	125.0877759	74.12632075	93.75222338	108.8068066	117.7744676	105.5424816	146.8543306	114.2411027	154.5022459	177.3804252	165.7709042	135.8563322
1426534_a_at	Arfgap3 /// LOC100045474			ADP-ribosylation factor GTPase activating protein 3 /// similar to ADP-ribosylation factor GTPase activating protein 3	49.48454129	86.4380128	86.14594599	68.25075025	46.62296982	52.20278967	55.93440321	68.80740834	25.06254471	79.31764839	30.14951731	44.10563245
1426541_a_at	Endod1			endonuclease domain containing 1	12.1060474	12.14298328	21.27567501	13.75360584	12.23373478	9.794636826	12.38789367	8.762533168	14.56815225	16.08688399	12.60784676	13.22410335
1426555_at	Scpep1			serine carboxypeptidase 1	193.3039088	166.107914	176.7810716	191.2216416	327.9704445	304.4370214	265.8904223	254.4451708	142.3521034	181.019336	250.1755518	216.8783151
1426568_at	Slc2a9			"solute carrier family 2 (facilitated glucose transporter), member 9"	114.7059963	107.7076566	117.2177305	120.3533926	149.8670069	180.0417896	143.0282186	128.5208841	152.0125894	170.435966	208.6697986	250.3448557
1426569_a_at	Frk			fyn-related kinase	75.49352468	80.07289156	97.17673125	94.8373207	112.1720941	144.6836411	155.7623775	115.3287985	82.82934069	90.75504887	109.8428383	112.5523992
1426594_at	Frmd4b			FERM domain containing 4B	240.2184248	135.397285	141.7751625	192.5203312	388.9702483	354.2809298	430.5389646	371.9752959	206.4220103	202.4094728	215.4153132	174.286015
1426597_s_at	Iffo2			intermediate filament family orphan 2	133.3958524	91.80545661	133.848114	297.1080738	127.481227	148.3530729	214.2518721	170.5514251	256	254.1009572	380.635418	264.096615
1426599_a_at	Slc2a1			"solute carrier family 2 (facilitated glucose transporter), member 1"	253.4139264	169.8600771	191.6102595	170.2054001	226.1739557	249.1616118	197.6703943	186.9974777	98.63467433	153.148667	110.5889171	113.7010684
1426600_at	Slc2a1			"solute carrier family 2 (facilitated glucose transporter), member 1"	78.83590856	66.38263537	48.39144116	56.65844099	47.13066067	40.6921894	34.70779962	40.94084573	32.96741812	40.6921894	31.56970775	36.61431753
1426614_at	Zmynd8			"zinc finger, MYND-type containing 8"	599.8741278	604.7663256	575.2195902	566.7167369	529.6252154	522.5035395	504.4320036	437.590619	349.5170442	428.2139544	417.9049393	350.4646203
1426631_at	LOC100047009 /// Pus7			hypothetical protein LOC100047009 /// pseudouridylate synthase 7 homolog (S. cerevisiae)	216.1455014	202.5464515	253.9289371	148.0520852	100.5900642	104.9724549	129.4814844	141.20056	99.37189692	93.18281442	128.0867116	124.9185571
1426645_at	Hsp90aa1			"heat shock protein 90, alpha (cytosolic), class A member 1"	2254.622215	4864.412977	7183.892269	4057.372375	2170.753207	2335.393596	2684.857866	3761.128808	2796.138292	1867.885103	3284.914261	2681.21278
1426651_at	Mrpl44			mitochondrial ribosomal protein L44	371.9752959	317.0560289	324.877045	293.1129706	326.199102	332.4406519	355.2414213	301.9740987	214.5421048	250.0061891	275.0435003	269.8795778
1426663_s_at	Slc45a3			"solute carrier family 45, member 3"	219.3884858	349.0442173	168.8284232	251.02374	459.4455232	387.3935169	216.584922	381.1510394	16.2840878	53.70818265	157.6718171	44.16537941
1426664_x_at	Slc45a3			"solute carrier family 45, member 3"	257.0417682	342.0276146	234.7530351	251.02374	303.2031644	275.4160833	216.584922	283.7424117	58.05606962	89.17182261	177.741037	75.85208856
1426690_a_at	Srebf1			sterol regulatory element binding transcription factor 1	3766.242031	3970.431252	4079.396437	8730.206114	4779.553055	8360.074016	9079.769763	6065.496379	4825.056096	4552.174037	5011.47649	4910.723915
1426697_a_at	Lrpap1			low density lipoprotein receptor-related protein associated protein 1	97.17673125	125.1724279	100.0467852	98.70149283	173.9324131	208.1056033	161.3426448	120.2719163	108.5860528	173.2273599	129.1313066	131.1574548
1426721_s_at	Tiparp			TCDD-inducible poly(ADP-ribose) polymerase	165.099049	242.0137154	165.099049	227.248191	165.5466493	180.1636312	164.3186017	160.2542713	165.6586814	200.7719621	153.148667	164.7640861
1426722_at	Slc38a2			"solute carrier family 38, member 2"	2666.737306	2721.450349	3869.603413	2803.726679	3258.336752	3171.302978	3094.94917	3695.515732	5745.751965	4583.106197	6786.819835	6991.954106
1426726_at	LOC677319 /// Ppp1r10			"similar to protein phosphatase 1, regulatory subunit 10 /// protein phosphatase 1, regulatory subunit 10"	144.6836411	165.7709042	240.0559692	266.2506062	329.3050897	222.3787309	190.0602471	133.3056391	181.2645508	359.1097467	443.5549395	354.7608505
1426727_s_at	Gm2213 /// LOC677319 /// Ppp1r10			"protein phosphatase 1, regulatory subunit 10 pseudogene /// similar to protein phosphatase 1, regulatory subunit 10 /// protein phosphatase 1, regulatory subunit 10"	125.4269015	193.6967584	265.1713316	331.5418085	302.3831628	206.4220103	239.2448402	121.7462901	219.8343469	372.4791859	432.8768986	400.1871409
1426743_at	Appl2			"adaptor protein, phosphotyrosine interaction, PH domain and leucine zipper containing 2"	550.0870006	477.1959538	381.1510394	453.2675279	466.9706285	526.7651164	601.5004473	462.5661869	469.5060701	439.3713533	473.3353958	449.6005531
1426748_s_at	Abcf3			"ATP-binding cassette, sub-family F (GCN20), member 3"	52.45073193	78.14523496	77.61803474	72.39077719	52.62852294	48.06497239	52.52178343	57.39181123	34.80189598	46.1832245	70.02911741	43.30683997
1426752_at	Phf17			PHD finger protein 17	1110.651128	926.3855887	1121.22492	1311.879959	1158.249224	1375.537733	1504.10545	1199.751582	2313.369497	2533.015167	2209.309771	2319.647708
1426753_at	Phf17			PHD finger protein 17	73.87585412	64	79.37138087	105.5424816	76.21235548	83.053957	119.0569475	85.85486605	251.02374	244.1528824	251.02374	218.0560185
1426756_at	Galnt2			UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 2	187.8856405	204.4750491	233.8016012	237.4700895	206.0032089	217.9083999	243.9875969	180.7744529	136.6865047	143.9997004	212.6625226	142.5449382
1426770_at	Pex5			peroxisomal biogenesis factor 5	999.3484567	1047.83802	1085.376604	1062.119221	1022.614732	1075.140881	1432.56015	1115.171592	973.9703205	866.9265761	1095.717369	855.2687398
1426775_s_at	Scamp1			secretory carrier membrane protein 1	1420.969625	1080.984409	1039.360196	1219.395152	1696.704959	1635.799259	1622.564372	1473.866359	2233.359836	1998.691372	1553.772966	1832.808069
1426777_a_at	Wasl			Wiskott-Aldrich syndrome-like (human)	675.7711734	613.8400639	855.2687398	843.768255	555.3247939	500.3511036	603.9481974	505.1153239	1500.034534	1364.408564	1537.041071	1261.373663
1426783_at	Kat2a			K(lysine) acetyltransferase 2A	170.6668442	211.9439537	188.9057755	190.4465047	149.3606188	187.8856405	176.5419221	175.5885548	116.0335342	160.3627219	163.9852222	132.0483075
1426785_s_at	Mgll			monoglyceride lipase	1655.854278	1687.533001	2036.943149	1827.860177	2135.78395	2996.016803	2048	1583.509712	971.3369277	1202.999227	1299.50818	1283.769077
1426787_at	Sfi1			"Sfi1 homolog, spindle assembly associated (yeast)"	58.68825877	51.78046443	49.85436776	36.17091027	53.41814601	40.5546939	30.83055595	32.50209932	29.663666	39.82023969	24.27775307	33.39413871
1426806_at	Obfc2a			oligonucleotide/oligosaccharide-binding fold containing 2A	145.2724177	248.3197156	248.6560977	258.0879546	190.8336796	189.6746414	276.5368635	334.6986682	282.2099413	346.2204184	331.5418085	406.7416729
1426817_at	Mki67			antigen identified by monoclonal antibody Ki 67	30.89323401	6.164667146	6.01626035	5.810144321	8.05433791	7.989177595	7.486529036	5.825896211	5.829842872	5.825896211	5.73395666	5.768994948
1426818_at	Arrdc4			arrestin domain containing 4	88.81035532	41.19102153	37.36545021	88.87051849	94.8373207	82.60538912	134.029429	79.69437532	106.11553	73.92590014	91.24787143	73.87585412
1426828_at	1300018I17Rik			RIKEN cDNA 1300018I17 gene	64.30397426	80.01873963	79.37138087	87.61615507	79.64047938	104.9724549	128.7821651	116.5058026	54.84712144	81.88169147	107.5618751	91.99209572
1426834_s_at	D930015E06Rik			RIKEN cDNA D930015E06 gene	296.3047615	257.3901439	235.3894743	282.9750411	379.6060039	372.9837586	370.9693027	283.7424117	324.877045	365.9810146	337.8855867	379.6060039
1426845_at	Pdcd2l			programmed cell death 2-like	139.3961591	111.1893655	105.9003098	136.4091869	138.5495294	146.7550156	146.5564853	116.7426571	119.0569475	129.9203848	144.7815544	147.8518003
1426857_a_at	Hsdl2			hydroxysteroid dehydrogenase like 2	2777.266681	2792.361481	3045.091787	2584.984653	2743.648598	2857.365747	3078.239994	2188.459545	1880.564404	1779.036013	2257.687355	2059.116869
1426875_s_at	Srxn1			sulfiredoxin 1 homolog (S. cerevisiae)	331.0932985	344.8172168	406.7416729	324.4375512	307.7521233	333.7937196	413.4032728	334.2458876	553.8229389	478.4896803	435.2272266	451.4301607
1426879_at	1190005F20Rik			RIKEN cDNA 1190005F20 gene	371.9752959	416.2112065	551.5783422	338.3432977	327.0836875	329.7511773	312.3693302	275.7891711	210.5140918	270.2451657	324.4375512	288.3895344
1426883_at	Slc25a45			"solute carrier family 25, member 45"	341.1028503	368.9659824	429.9565312	343.4194642	231.4396121	268.7857791	250.1755518	233.6433232	181.7559773	294.3057665	221.477449	216.4384493
1426892_at	Utrn			utrophin	17.17858141	23.69327954	18.97586834	19.84284522	20.12692684	23.88652365	24.65866858	18.98871008	35.68453332	42.37886369	49.48454129	28.29089671
1426911_at	Dsc2			desmocollin 2	634.1120578	569.7941502	429.3748858	610.5247621	873.9966865	674.8569897	699.0340883	503.0677863	1139.59067	858.7497716	784.2848924	1116.679918
1426913_at	Lss			lanosterol synthase	459.4455232	258.0879546	185.2337276	388.4440492	977.93448	1199.751582	670.3041241	1710.532737	428.2139544	460.6911266	421.3134024	583.8496131
1426915_at	Dapk1			death associated protein kinase 1	1100.177051	916.4065753	815.6887815	841.4868988	1089.794198	777.9404967	983.2442268	956.9793607	374.5015813	387.918293	470.1420786	286.832164
1426932_at	D19Bwg1357e			"DNA segment, Chr 19, Brigham & Women's Genetics 1357 expressed"	28.75424396	34.31068443	39.15205152	53.23765057	29.78437953	51.88573333	44.3751472	52.59293117	12.68059908	19.84284522	19.91011985	27.38646211
1426934_at	Nhsl1			NHS-like 1	231.2830934	188.2676092	172.9930178	196.7359775	159.496726	139.4904942	143.2219694	140.6281888	114.8613808	154.2932352	114.3184143	104.4762348
1426936_at	BC005512 /// F630007L15Rik /// Gm6958			cDNA sequence BC005512 /// RIKEN cDNA F630007L15 gene /// predicted gene 6958	18.6827251	10.08050493	19.20848725	18.10995429	29.30443263	46.05835563	10.24561017	18.78416394	65.26872717	51.04960878	12.89265066	18.34437694
1426950_at	Parp16			"poly (ADP-ribose) polymerase family, member 16"	427.0558659	432.2910029	494.2917441	408.9500982	400.1871409	457.58343	320.9427142	367.4703403	240.381157	259.1382196	297.9135638	370.9693027
1426956_a_at	Trp53bp1			transformation related protein 53 binding protein 1	147.8518003	126.6211857	138.2684317	151.0893331	309.4232941	270.6112487	203.6463293	198.2062987	113.0869779	176.1838653	100.0467852	135.0311081
1426958_at	Rps9			ribosomal protein S9	39.92819639	55.25702556	49.65231229	46.46543471	34.94351906	43.2775523	40.71972745	38.02886563	29.78437953	53.99983148	67.74445692	51.6754091
1426959_at	Bdh1			"3-hydroxybutyrate dehydrogenase, type 1"	289.9555615	263.0262541	302.792991	311.1033242	512	699.9810231	450.8194657	441.1593342	251.7042908	368.9659824	411.1707993	340.64117
1426965_at	Rap2a			RAS related protein 2a	374.5015813	378.5796361	446.5673609	441.7569432	247.3131257	314.0655736	381.1510394	387.918293	244.9804817	261.9600498	342.9548862	315.7708092
1426995_a_at	Gfer			"growth factor, erv1 (S. cerevisiae)-like (augmenter of liver regeneration)"	173.5795285	206.9816413	183.1144713	180.4076868	218.6471904	232.2242785	164.8755886	165.3226977	81.4394549	131.4240959	149.0576903	94.77311816
1427000_at	Hnf4a			"hepatic nuclear factor 4, alpha"	2959.730293	2963.733478	4096	3817.572922	3802.097992	4157.440786	3040.95763	3965.068295	5737.99104	5927.466957	5532.017481	7048.985879
1427002_s_at	Arsg			arylsulfatase G	137.6148167	129.7446284	110.9637778	92.17905037	112.096234	94.8373207	78.56952863	95.22325236	52.59293117	85.39122987	105.4710319	69.46257559
1427008_at	Rnf43			ring finger protein 43	98.16848188	42.52254381	74.47839096	150.782794	69.18104974	150.4768768	98.76835659	54.21957878	124.4964677	202.1356532	234.435461	138.8311985
1427042_at	Mal2			"mal, T-cell differentiation protein 2"	1719.829701	2641.588446	2294.652541	2452.045441	2084.361793	2153.205052	1570.697888	1788.692903	910.2241159	1018.470163	1419.040451	1053.533154
1427052_at	Acacb /// LOC100047358			acetyl-Coenzyme A carboxylase beta /// similar to acetyl-Coenzyme A carboxylase beta	465.707724	456.9644109	381.1510394	587.0200622	1226.022721	959.5738287	718.2194934	521.7966964	455.7285678	420.7434494	255.3078346	343.8846716
1427054_s_at	Abi3bp			"ABI gene family, member 3 (NESH) binding protein"	158.9577999	112.9339937	130.9800249	135.1225828	145.6662659	83.27912469	98.70149283	90.75504887	73.37750778	103.9120389	126.5354662	122.1590553
1427076_at	Mpeg1			macrophage expressed gene 1	2627.326899	1655.854278	1620.372735	1762.24647	1867.885103	1491.936068	1987.900731	1444.235205	2161.968818	1539.119997	1294.240488	1955.863537
1427088_at	Ccnt2			cyclin T2	47.64387992	58.8872338	71.75656874	35.75705465	79.21034743	88.45041458	68.48214569	60.70855798	82.94154406	68.48214569	84.12898305	80.67132238
1427089_at	Ccnt2			cyclin T2	212.8064399	244.1528824	272.4493049	243.3279103	248.1516092	225.8679874	264.454369	199.417471	139.6795494	160.0374793	184.732898	214.6874429
1427123_s_at	Copg2as2			"coatomer protein complex, subunit gamma 2, antisense 2"	52.95015492	49.71957296	38.73030614	35.8540205	58.48995605	62.79840448	59.52847373	82.4936405	49.92193674	56.77358739	54.40340332	54.1462305
1427125_s_at	Lrrc41			leucine rich repeat containing 41	332.4406519	348.1002404	293.9076295	294.7044429	434.6384509	454.4963821	363.0201955	307.335796	137.5217501	244.1528824	254.6175407	204.0603392
1427126_at	Hspa1b			heat shock protein 1B	301.565588	2059.116869	7501.950352	2630.880492	275.0435003	583.8496131	1331.56764	811.283873	528.19323	609.6988438	424.7496652	815.6887815
1427127_x_at	Hspa1b			heat shock protein 1B	598.2517908	3680.535573	11214.90672	5391.533657	561.3718844	1290.737579	2557.13037	1671.618598	1227.680979	1346.062796	811.283873	1747.988527
1427131_s_at	Lrrc58			leucine rich repeat containing 58	5319.03937	5919.460585	7145.057965	5975.815951	4347.408656	4838.117191	2788.570442	4008.231166	5871.56755	6106.669281	6215.091863	6206.696989
1427144_at	Hnrpll			heterogeneous nuclear ribonucleoprotein L-like	1217.748086	1212.811817	1153.562135	1324.369522	1049.262547	941.5578973	1043.590499	1033.748843	792.825195	1039.360196	1104.654885	1133.430331
1427159_at	Pcf11			cleavage and polyadenylation factor subunit homolog (S. cerevisiae)	284.8970751	260.1929388	284.8970751	289.1713876	262.67025	307.7521233	301.565588	258.0879546	402.9053075	439.9665403	442.3556684	424.7496652
1427165_at	Il13ra1			"interleukin 13 receptor, alpha 1"	169.2861342	169.0571238	152.6311905	202.9582254	227.4021367	239.8934572	199.9582506	229.1016438	209.3772669	134.1202252	269.1498852	224.4961666
1427167_at	Armcx4			"armadillo repeat containing, X-linked 4"	22.0826897	28.36759619	28.29089671	21.69744106	30.5604525	44.52559546	19.2345077	18.01214386	18.96302214	25.36977818	17.70989803	37.18881828
1427177_at	Fyco1			FYVE and coiled-coil domain containing 1	741.9386053	650.6342685	565.1844645	602.3152597	618.0089838	570.5660122	678.5211613	671.2121403	457.58343	496.3032184	448.9923332	565.9500821
1427202_at	4833442J19Rik			RIKEN cDNA 4833442J19 gene	2150.281762	3352.310346	2912.031003	989.9226562	2364.025693	1635.799259	2118.503798	3411.829885	2822.758521	1594.258657	1436.437991	1919.147657
1427213_at	Pfkfb1			"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1"	540.4903313	813.4833457	761.270836	730.9718306	879.9330806	980.5857594	1172.449444	1297.752903	492.288081	541.2224974	725.0582031	536.843959
1427228_at	Palld			"palladin, cytoskeletal associated protein"	733.9464525	884.7113369	1098.6834	1040.773198	677.6032575	762.3020787	776.8880983	596.6342549	316.6271153	439.9665403	528.19323	370.9693027
1427229_at	Hmgcr			3-hydroxy-3-methylglutaryl-Coenzyme A reductase	811.283873	956.9793607	684.9818732	894.3452117	3316.18781	3735.770207	1729.16521	4329.785982	1349.715851	1331.56764	1025.385012	2475.389784
1427231_at	Robo1			roundabout homolog 1 (Drosophila)	102.1683831	158.9577999	156.3963464	200.5003577	238.7594458	498.9982688	319.6419609	277.662397	172.1752546	190.317709	283.3583684	337.4284949
1427248_at	Whsc2			Wolf-Hirschhorn syndrome candidate 2 (human)	413.4032728	420.7434494	402.9053075	440.5625336	360.5713604	381.6673592	381.6673592	342.0276146	221.9275555	278.7923183	221.1778342	212.8064399
1427249_x_at	Mup3			major urinary protein 3	167.1229438	156.2904699	146.7550156	126.1933433	90.08181559	45.93379254	77.19887936	127.8268415	198.2062987	184.3581007	134.7572423	172.1752546
1427250_at	Atp2a2			"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"	4101.540048	5539.538213	7431.202665	4715.287428	4448.613359	3514.978136	3766.242031	3616.32845	2677.591201	3036.850136	3094.94917	2495.580973
1427251_at	Atp2a2			"ATPase, Ca++ transporting, cardiac muscle, slow twitch 2"	161.6706519	189.5462363	319.6419609	201.8622039	114.1637643	137.8012343	161.5613168	167.9167106	87.97270086	101.9610977	148.0520852	83.78801552
1427254_at	Zfp445			zinc finger protein 445	407.8443907	506.4847428	379.6060039	256	527.4786899	388.9702483	356.2047636	503.7496077	720.1671584	507.1708438	618.8465882	771.6468885
1427255_s_at	Zfp445			zinc finger protein 445	174.8767883	299.1258954	232.5388572	122.9887887	175.5885548	230.5016072	181.3873456	280.3060358	264.096615	237.9526976	271.7126644	214.6874429
1427258_at	Trim24			tripartite motif-containing 24	221.7774697	219.8343469	156.9264794	153.7718913	259.4892568	346.2204184	257.0417682	475.9053953	270.6112487	266.2506062	322.6852895	342.0276146
1427271_at	Zbtb44			zinc finger and BTB domain containing 44	232.3815951	240.0559692	217.4662942	193.9591465	379.6060039	332.890987	312.7926928	290.3483449	434.6384509	358.1387962	418.4710472	420.7434494
1427275_at	Smc4			structural maintenance of chromosomes 4	436.4071716	373.9949553	295.5034165	377.0452854	380.1204942	360.0835792	396.4125975	306.920032	559.0963049	549.3428426	589.4088857	520.3858776
1427285_s_at	Malat1			metastasis associated lung adenocarcinoma transcript 1 (non-coding RNA)	398.5652168	336.5159322	422.4556257	448.9923332	239.4067469	221.3275142	256.6940419	183.3625243	505.7995699	345.2843176	477.1959538	399.1051265
1427305_at	Piga			"phosphatidylinositol glycan anchor biosynthesis, class A"	230.1897845	287.9994008	501.0288958	304.4370214	218.9433772	224.0406952	205.7245276	226.9407696	158.5280144	176.4225298	216.731644	184.3581007
1427311_at	Bptf			bromodomain PHD finger transcription factor	110.2898335	125.8521454	86.90733254	113.7010684	106.836292	115.9550627	100.0467852	81.16427781	176.0645931	159.1731294	227.8642839	138.5495294
1427320_at	Copg2as2			"coatomer protein complex, subunit gamma 2, antisense 2"	102.7926998	99.03612761	54.55089646	108.8068066	166.2203259	206.9816413	152.3216287	204.8907438	186.1135133	152.3216287	190.4465047	173.4621396
1427327_at	Pilra			paired immunoglobin-like type 2 receptor alpha	48.26056833	46.81269766	38.91425952	24.54212047	36.76331609	44.31511647	39.57838941	32.15198713	33.32640977	24.42610629	11.67153171	21.44920097
1427329_a_at	Igh-6			immunoglobulin heavy chain 6 (heavy chain of IgM)	619.6848983	36.88795741	36.91294657	36.93792706	60.0546062	46.2771143	72.48889038	36.71358265	37.08826822	36.9879644	36.88795741	36.9879644
1427347_s_at	Tubb2a			"tubulin, beta 2A"	8005.634305	8945.522277	10710.3648	11822.93006	8496.953769	7865.975623	9265.993789	8909.260669	6805.191289	4811.996907	4890.817783	1722.155858
1427356_at	Fam89a			"family with sequence similarity 89, member A"	243.6575303	121.8287652	125.2572239	136.9642914	94.8373207	124.9185571	148.5540369	101.7542329	53.5992534	100.6581376	65.84563955	55.93440321
1427357_at	Cda			cytidine deaminase	291.1355087	288.7801964	160.9064112	210.0871337	579.911123	330.198098	292.7162443	394.8059713	160.3627219	161.7801732	165.099049	135.1225828
1427358_a_at	Dapk1			death associated protein kinase 1	61.32812761	74.27701844	38.96697407	43.04381365	85.217983	41.24682025	38.75651651	44.07577402	13.09050637	28.56027568	27.44211935	22.06774026
1427369_at	Nlrp6			"NLR family, pyrin domain containing 6"	1239.368937	1201.374307	1144.228921	1178.821857	1011.59914	1103.155155	1075.140881	1070.782685	669.3973363	1063.563163	1002.057792	859.9130625
1427384_at	Chd6			chromodomain helicase DNA binding protein 6	118.7350447	127.3949253	111.114093	139.1133438	129.9203848	100.3180917	122.324536	105.0435669	76.00629472	89.05119091	80.72597189	71.22426877
1427386_at	Arhgef16			Rho guanine nucleotide exchange factor (GEF) 16	55.0703167	47.38655908	47.45075048	53.89027337	96.91398761	92.61686379	81.16427781	68.11232623	61.99594713	85.3334221	55.2196179	71.12791654
1427408_a_at	Thrap3			thyroid hormone receptor associated protein 3	131.1574548	113.0104991	101.2047364	120.5164273	94.45288773	132.3167597	100.9994061	81.66030212	219.9832702	265.8904223	288.3895344	191.6102595
1427422_at	Gm6484			predicted gene 6484	396.4125975	320.5085427	258.0879546	3631.047279	445.359945	980.5857594	651.5156392	478.4896803	173.1102092	4944.058162	1199.751582	766.441038
1427447_a_at	Triobp			TRIO and F-actin binding protein	14.8368508	11.1201011	12.77969057	9.042727568	23.85420995	22.68876222	12.47625465	8.762533168	5.112411627	8.810109803	8.208445312	6.028491316
1427455_x_at	Gm10883 /// Gm1420 /// Gm7202 /// Igk /// Igk-C /// Igk-V28 /// LOC100047628			"predicted gene 10883 /// predicted gene 1420 /// predicted gene 7202 /// immunoglobulin kappa chain complex /// immunoglobulin kappa chain, constant region /// immunoglobulin kappa chain variable 28 (V28) /// similar to Chain L, Structural Basis Of Antigen Mimicry In A Clinically Relevant Melanoma Antigen System"	747.9899106	30.16992071	37.46675173	29.7440872	39.92819639	39.44465735	24.9440704	24.2284969	41.05184051	51.99118021	83.053957	34.75481595
1427457_a_at	Bmp1			bone morphogenetic protein 1	34.24107284	28.17621661	48.68714504	42.92743303	45.254834	80.07289156	48.65418504	68.94729277	26.85409132	37.54292107	48.39144116	43.54200692
1427464_s_at	Hspa5			heat shock protein 5	14902.63684	23045.38102	28619.08645	22551.56602	13870.86367	12396.62691	14232.2881	15126.2841	12296.32857	15332.44335	14232.2881	12875.49252
1427472_a_at	C8b			"complement component 8, beta polypeptide"	6963.659759	8027.305006	6481.490941	5018.254767	4509.24443	3631.047279	4484.899682	3596.804424	4265.768623	4151.825231	4683.463155	4620.489547
1427473_at	Gstm3			"glutathione S-transferase, mu 3"	8.759563619	8.236274996	12.51008772	9.423924624	102.6536418	168.7142474	92.17905037	59.00695066	81.71556496	63.26773312	99.10314937	36.34270755
1427474_s_at	Gstm3			"glutathione S-transferase, mu 3"	1508.17696	946.6707916	1698.999838	1438.380847	8694.817313	12180.36715	6926.015976	7441.253745	12229.9425	8849.191898	8624.469485	5398.863402
1427476_a_at	Trim32			tripartite motif-containing 32	194.6167401	174.7585221	140.0582348	155.8678963	147.4520429	116.6636252	122.5732199	128.9566177	121.6639551	112.096234	158.8501894	167.1229438
