Probe Set ID	Gene Symbol	UniGene ID	Rep. Pub. ID	Gene Title	V_778	V_781	V_782	V_783	D_630	D_631	D_632	D_633	C_776_3umol	C_777_3umol	C_779_3umol	C_780_3umol
1424677_at	Cyp2j9			"cytochrome P450, family 2, subfamily j, polypeptide 9"	77.56554299	53.27371557	76.88594565	94.90150096	54.55089646	45.1019217	99.57384948	54.51400462	53.45429624	52.6641753	52.41522406	120.0279846
1424683_at	Fam134b			"family with sequence similarity 134, member B"	4231.284569	2495.580973	2197.366801	3695.515732	5135.076308	3838.295315	4371.007081	4365.103057	3640.901511	4265.768623	4454.630335	4400.708206
1424687_at	Heatr6			HEAT repeat containing 6	21.87440697	25.23277549	45.53137112	38.10617774	17.98777702	19.6956483	22.70413236	12.97143333	78.46323972	72.24395649	91.86758508	92.49157165
1424697_at	Dtwd1			DTW domain containing 1	459.4455232	395.3407886	366.4767846	389.4971603	301.1576299	334.2458876	422.4556257	390.5531266	397.4875877	383.7396422	403.9976246	402.9053075
1424715_at	Retsat			"retinol saturase (all trans retinol 13,14 reductase)"	6768.451061	7010.929441	6106.669281	6842.130948	4930.711067	5428.16929	7718.260383	5547.03072	2947.732717	3911.727074	3948.995477	7563.142048
1424716_at	Retsat			"retinol saturase (all trans retinol 13,14 reductase)"	3218.873131	2769.769106	3000.069069	3128.6618	2393.008822	2560.606768	3965.068295	2409.269389	1346.062796	1475.859838	1722.155858	2519.33979
1424723_s_at	Cstf3			"cleavage stimulation factor, 3' pre-RNA, subunit 3"	559.0963049	563.6563351	725.0582031	692.4408367	599.8741278	718.2194934	735.9367658	777.9404967	635.8311998	610.5247621	584.6405151	533.9448772
1424727_at	Ccr5			chemokine (C-C motif) receptor 5	195.9386235	135.1225828	143.5131375	144.9777808	174.0501202	160.3627219	144.0971509	133.4862193	241.1961385	320.0749585	241.5228708	145.4692085
1424733_at	P2ry14			"purinergic receptor P2Y, G-protein coupled, 14"	12.4720352	13.97887157	11.18426078	9.861164337	24.3600468	25.76784531	12.3376866	20.04534024	13.58704671	11.65574245	12.28768302	11.13516476
1424735_at	Slc25a25			"solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25"	306.5048304	206.0032089	372.9837586	144.487913	256.3467861	216.8783151	304.8494219	325.7578196	91.43331361	205.3072836	135.2141195	139.3961591
1424737_at	Thrsp			thyroid hormone responsive SPOT14 homolog (Rattus)	6189.898339	14742.15692	9794.865726	17650.48248	16207.56794	23170.47501	24098.23727	18233.45072	13573.63967	5992.033607	16011.26861	8114.74475
1424744_at	Sds			serine dehydratase	2239.42091	1290.737579	1320.794223	1626.967819	3065.762027	2221.302255	2602.531662	1600.747454	1872.94134	2983.872137	2900.226782	1461.941635
1424768_at	Cald1			caldesmon 1	4068.355402	4013.652503	3766.242031	3791.807476	3384.225531	3791.807476	4107.116058	3954.336694	5607.453358	4478.84182	5668.494877	5532.017481
1424778_at	Reep3			receptor accessory protein 3	751.033786	850.6500903	927.6405013	879.9330806	657.7192112	756.1349867	921.3822531	809.0897863	1405.658087	1375.537733	1545.384374	1185.220689
1424788_at	Kri1			KRI1 homolog (S. cerevisiae)	35.44379063	39.39129659	29.40378556	35.37188013	38.83530792	32.83378125	31.71965116	26.90868529	24.65866858	26.63685779	29.76423687	28.75424396
1424792_at	Rpp40			ribonuclease P 40 subunit (human)	137.0570757	159.3887506	121.0888319	105.7569745	142.4485375	109.9171734	124.6651148	143.416082	89.47408624	69.79249489	143.6103582	109.1757022
1424794_at	Rnf186			ring finger protein 186	52.62852294	38.75651651	12.35439964	41.75245141	78.19817321	74.62980441	59.20696513	20.62341012	17.24848805	18.75875272	19.33895588	50.77392906
1424811_at	Cml5			camello-like 5	1545.384374	1532.881014	2191.434738	1145.776549	771.6468885	830.1717334	1256.260553	1384.884553	1384.884553	505.1153239	1049.262547	972.6527329
1424815_at	Gys2			glycogen synthase 2	1346.062796	1620.372735	1705.914943	1444.235205	1299.50818	1522.545893	1880.564404	1631.383217	1626.967819	1469.877286	1557.989721	1426.753117
1424826_s_at	Mtss1			metastasis suppressor 1	555.3247939	839.2117108	889.5149237	667.5874391	714.3409417	854.1117317	1134.97122	1053.533154	891.9264887	1022.614732	801.4584953	612.1803809
1424832_at	Cd300ld			CD300 molecule-like family member d	34.96719099	35.87828437	32.72286133	22.3080422	54.77292422	32.78936369	33.43939869	37.26442258	55.66999313	51.53569062	63.95667357	41.89400776
1424834_s_at	Itpr2			"inositol 1,4,5-triphosphate receptor 2"	81.32928356	95.09443429	87.43839413	76.05773126	90.32603652	93.94282024	81.27428196	70.69591747	58.92708517	55.70770588	76.00629472	64.8723142
1424835_at	Gstm4			"glutathione S-transferase, mu 4"	936.4732664	716.2775923	789.6119426	908.9927642	1857.800666	1888.218495	1940.052529	2442.105819	750.017787	754.0905708	1222.704446	1082.446495
1424852_at	Mef2c			myocyte enhancer factor 2C	155.3412317	27.23854999	31.20849757	29.80455649	24.57536604	38.4169745	31.1662787	19.1306369	24.37654913	20.55372535	24.84297423	22.90479904
1424853_s_at	Cyp4a10 /// Cyp4a31			"cytochrome P450, family 4, subfamily a, polypeptide 10 /// cytochrome P450, family 4, subfamily a, polypeptide 31"	15668.18014	6490.257488	6842.130948	7645.472768	16406.16019	17531.4779	14406.67714	13300.7502	1485.88835	3567.703482	6040.909257	8092.781899
1424854_at	Hist1h4a /// Hist1h4b /// Hist1h4f /// Hist1h4i /// Hist1h4m			"histone cluster 1, H4a /// histone cluster 1, H4b /// histone cluster 1, H4f /// histone cluster 1, H4i /// histone cluster 1, H4m"	32.72286133	61.24512043	53.67186073	23.2957036	58.64852825	59.68986145	31.87030675	48.58836563	58.96700439	59.64949422	48.42418961	29.34412938
1424857_a_at	Trim34			tripartite motif-containing 34	533.2225562	344.8172168	279.5481525	380.635418	385.3015021	299.5313088	383.7396422	310.6824634	399.6457675	357.6543058	347.159057	313.2164122
1424892_at	Zkscan5			zinc finger with KRAB and SCAN domains 5	171.2454683	250.5144479	150.9870494	97.04527051	147.4520429	126.1933433	128.6950719	124.1598578	126.1080009	156.2904699	136.5015005	132.4960004
1424899_at	Nmnat3			nicotinamide nucleotide adenylyltransferase 3	152.6311905	132.7652707	108.5126179	139.5849898	120.4348406	144.1947672	130.3608632	167.8030351	141.1049707	127.3949253	153.2524152	145.0758931
1424908_at	Mtfmt			mitochondrial methionyl-tRNA formyltransferase	250.0061891	227.7101832	268.0588581	203.784145	245.6448189	263.0262541	264.096615	251.1936179	224.3441882	220.4304928	211.5139491	235.3894743
1424917_a_at	Wipi1			"WD repeat domain, phosphoinositide interacting 1"	63.1821445	61.2037014	67.06011258	59.81121004	74.68030942	49.65231229	59.81121004	34.59052487	55.55704649	62.755935	68.43583239	51.15339187
1424918_at	Tbc1d19			"TBC1 domain family, member 19"	31.12411694	25.26695665	24.92718388	29.76423687	36.21990859	54.21957878	59.36752236	51.88573333	37.92604428	46.71772123	52.02640081	31.01895115
1424932_at	Egfr			epidermal growth factor receptor	5142.057402	3082.40347	1442.284442	3458.33042	3720.626873	2492.192858	3090.768748	3094.94917	3045.091787	5261.760984	3053.334641	3124.435841
1424937_at	Plin5			perilipin 5	509.2350813	726.040391	819.0081511	686.8389284	611.3517992	753.0704366	575.9988017	626.4328244	521.0908095	547.116024	529.6252154	626.4328244
1424942_a_at	Myc			myelocytomatosis oncogene	77.40817334	448.3849361	91.49525366	38.91425952	77.46061228	47.38655908	123.3222238	68.9939522	57.78163011	53.09370815	46.65452147	47.57942725
1424943_at	Cyp4a31			"cytochrome P450, family 4, subfamily a, polypeptide 31"	40.94084573	7.276683188	7.323630477	6.353184868	46.15195958	48.88527285	26.49299422	13.21515096	6.501100695	5.767043882	7.144900894	5.643468024
1424950_at	Sox9			SRY-box containing gene 9	16.17422858	27.79734136	11.57319261	19.81600181	15.5936959	11.99998752	12.24616397	8.804151677	14.05953524	14.28013784	17.31869117	15.7901941
1424959_at	Anxa13			annexin A13	5.479719328	5.498293804	5.599709557	5.435387908	5.578897325	5.548769986	7.951411588	5.594026158	5.550647207	5.317119903	9.500786839	6.407173243
1424969_s_at	Upp2			uridine phosphorylase 2	3137.130872	2386.532057	2478.737875	2710.418666	2435.496172	3179.909518	3927.648206	2784.803853	2009.554515	2383.308511	1878.02428	3293.829128
1424986_s_at	Fbxw7			F-box and WD-40 domain protein 7	267.3340883	220.7290953	213.8171849	211.9439537	190.0602471	225.5624331	180.652073	177.2604659	186.7445074	181.7559773	224.8002765	146.9538148
1424988_at	Mylip			myosin regulatory light chain interacting protein	408.3968703	370.4674552	370.9693027	344.8172168	282.2099413	327.0836875	360.0835792	330.6453953	372.4791859	461.315194	435.2272266	406.7416729
1424994_at	Glyctk			glycerate kinase	118.7350447	182.0023162	163.7633829	182.7429576	162.6585671	167.0098057	212.0875318	239.0828773	122.24181	134.3019089	163.6525191	145.5677543
1424998_at	Emr4			"EGF-like module containing, mucin-like, hormone receptor-like sequence 4"	18.4439787	15.5567954	19.11768593	6.040747148	11.60064406	6.422366515	12.7624022	11.5849507	57.58639082	44.3751472	39.33800802	10.74639599
1425004_s_at	Mocs1			molybdenum cofactor synthesis 1	41.58323232	27.79734136	31.78411471	40.39032921	37.31490221	47.09875437	46.97141012	47.1625559	47.13066067	55.66999313	64.04335579	57.58639082
1425011_x_at	Stx18			syntaxin 18	568.2535572	678.5211613	730.9718306	630.6872685	680.3607009	645.3705791	604.7663256	641.8854283	635.8311998	714.3409417	721.1427207	541.2224974
1425012_at	---			---	31.93507647	43.1021521	50.87711643	36.86301072	40.99630556	33.46202849	44.01614829	35.25236151	34.0792103	31.33551937	36.61431753	39.23161986
1425027_s_at	Sft2d2			SFT2 domain containing 2	86.26264214	91.00115808	101.4791127	90.26495057	155.2360695	117.2970565	173.5795285	126.364289	88.27096105	81.77092187	91.49525366	60.29903463
1425028_a_at	Tpm2			"tropomyosin 2, beta"	518.2764391	89.77743668	101.4791127	128.6950719	59.48817441	77.09444467	108.2192247	80.28997728	43.63052716	49.18399437	98.23491648	58.25290129
1425050_at	Isoc1			isochorismatase domain containing 1	1276.838196	1216.103244	1342.428933	1572.822336	1089.794198	1153.562135	1379.270779	1383.00437	1934.801706	2098.525095	2236.380569	1867.885103
1425059_at	Prmt6			protein arginine N-methyltransferase 6	20.98958882	20.42889124	21.44920097	18.70803334	17.9148741	21.59487409	19.91011985	16.42801199	16.87888852	19.65568858	21.42016963	21.31892814
1425060_s_at	Clip1			CAP-GLY domain containing linker protein 1	89.71672174	64.47830885	72.09738359	102.7926998	54.51400462	70.40934419	74.42797091	57.78163011	104.9014639	121.8287652	118.8958872	115.4069262
1425075_at	Gatad2b			GATA zinc finger domain containing 2B	53.92678048	61.61941155	53.74456641	61.36963084	27.98614754	21.83002685	30.581134	18.15905221	61.91203606	61.82828143	105.3997036	92.86795749
1425079_at	Tm6sf2			transmembrane 6 superfamily member 2	249.4991344	202.5464515	160.9064112	230.9702135	510.6156692	514.7802878	400.7292476	516.1759093	291.9248065	555.3247939	322.6852895	278.4151678
1425087_at	2310003F16Rik			RIKEN cDNA 2310003F16 gene	15.75282861	22.48998821	21.44920097	33.14641645	23.35886062	23.74144762	20.72136303	21.29007313	21.23250964	21.21815046	21.20378629	21.03224576
1425095_at	BC002059			cDNA sequence BC002059	71.27246912	51.74541032	50.12508942	62.37478359	68.52853783	50.60236821	53.45429624	42.46501928	53.56296802	57.97753133	60.83197757	47.45075048
1425099_a_at	Arntl			aryl hydrocarbon receptor nuclear translocator-like	819.0081511	696.2004807	784.2848924	733.9464525	473.9765916	392.1424462	269.5144846	453.8815391	785.3478551	648.8751024	796.0520751	862.2443739
1425107_a_at	Lifr			leukemia inhibitory factor receptor	7068.115991	6106.669281	7760.210115	4460.686368	2620.215943	2777.266681	3425.716384	2291.553098	6668.423431	7311.44071	6596.5684	5072.882397
1425108_a_at	BC004728			cDNA sequence BC004728	786.4117133	838.0764247	882.3186684	786.4117133	925.1323737	675.7711734	681.28234	444.7574618	894.3452117	751.033786	958.2757166	812.382865
1425109_at	Slc44a3			"solute carrier family 44, member 3"	26.51094148	41.02404942	65.35714235	29.18566428	88.27096105	133.2153944	85.68067852	80.78065842	52.34431672	36.91294657	74.37763655	23.43805584
1425114_at	Rbbp6			retinoblastoma binding protein 6	206.9816413	269.1498852	159.9291378	152.5279687	282.2099413	140.1530179	141.9672159	176.7810716	149.7656544	141.3918349	105.9719769	171.5936078
1425115_at	Rbbp6			retinoblastoma binding protein 6	37.01302131	93.87922325	39.07261748	44.70678822	44.13548052	34.38043754	50.12508942	44.6160844	42.150008	37.77233328	39.98228445	60.91438258
1425120_x_at	Ifi27l2b			"interferon, alpha-inducible protein 27 like 2B"	10.90024759	10.94831543	12.13476277	10.96685535	75.03501086	33.96408304	10.5839702	12.29599859	15.71555154	10.97799742	16.60690131	10.97799742
1425127_at	Hsd3b2			"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"	2101.363456	1752.73236	1998.691372	1747.988527	1417.123719	1708.222279	1379.270779	1285.51435	1890.785512	1694.401434	1729.16521	1774.220988
1425148_a_at	LOC100047864 /// Snx6			similar to sorting nexin 6 /// sorting nexin 6	327.5267659	266.9724386	222.9816222	374.5015813	561.3718844	527.4786899	432.8768986	384.259735	329.7511773	344.3505092	330.198098	343.8846716
1425150_at	Acnat2			acyl-coenzyme A amino acid N-acyltransferase 2	117.3765175	106.4753011	237.7917743	270.6112487	484.3553275	736.9336901	273.558012	907.7630782	593.4122916	1010.230648	504.4320036	94.70902472
1425156_at	Gbp6			guanylate binding protein 6	571.3389198	274.2996555	220.4304928	298.7212377	345.2843176	336.0606933	351.8908035	309.0044919	245.4785233	306.0901904	350.4646203	211.8006197
1425167_a_at	Gngt1			"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1"	16.57320823	18.06098912	11.80661097	24.0976407	50.39724623	47.35451236	38.67791176	32.76718881	19.8294121	7.796847949	17.66201452	13.37715113
1425185_at	Pppde1			PPPDE peptidase domain containing 1	1059.251899	1153.562135	1202.999227	1186.823761	1166.119562	1190.044659	955.6847584	832.422413	1196.504411	1033.748843	985.9105848	1360.725175
1425202_a_at	Ank3			"ankyrin 3, epithelial"	18.30715877	18.31956066	18.31956066	18.34437694	34.80189598	43.45366627	69.60379196	45.1019217	10.07027377	17.76994117	28.67649906	16.82186783
1425219_x_at	Gngt1			"guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 1"	21.20378629	16.95905645	16.26205867	16.62939757	28.11907049	36.71358265	45.1019217	21.03224576	12.53127235	15.97835519	15.03908616	15.84372873
1425222_x_at	D630002G06Rik			RIKEN cDNA D630002G06 gene	11.65179242	13.39981335	13.18387898	13.42704566	33.1240001	54.73584429	14.37225966	16.32823561	13.46801194	13.46345708	11.66758441	14.8670139
1425225_at	Fcgr4			"Fc receptor, IgG, low affinity IV"	113.4703848	62.45927854	76.31559526	55.78316939	88.33075881	46.62296982	106.6195361	58.37132856	100.1823119	160.3627219	158.8501894	61.41120472
1425266_a_at	Rap1gds1			"RAP1, GTP-GDP dissociation stimulator 1"	204.3367661	177.3804252	242.1776638	170.435966	185.735915	172.1752546	203.2331594	162.9892495	155.7623775	186.1135133	189.2898181	179.67651
1425272_at	Emp2			epithelial membrane protein 2	4.851127171	4.851127171	4.75682846	4.869221061	4.445494784	4.397607973	4.510664552	4.874168075	4.870871758	4.52289342	6.439782665	9.141196415
1425281_a_at	Tsc22d3			"TSC22 domain family, member 3"	643.6256447	534.6681766	1139.59067	1219.395152	559.8536753	1268.220599	662.186597	1115.171592	1301.265831	1602.912546	1299.50818	977.93448
1425303_at	Gck			glucokinase	100.0467852	265.1713316	281.4469102	538.2997705	385.8234442	583.059781	312.7926928	390.5531266	287.6097951	170.320585	211.8006197	427.0558659
1425326_at	Acly			ATP citrate lyase	552.3255285	618.0089838	495.6318191	954.3919075	2118.503798	2273.012653	2153.205052	1594.258657	790.6815771	655.0535318	1119.710455	610.5247621
1425328_at	Fam76a			"family with sequence similarity 76, member A"	436.4071716	436.9983433	428.7940272	425.9012046	448.9923332	534.6681766	425.3250452	476.5500725	436.9983433	420.1742674	407.2926586	447.1726058
1425329_a_at	Cyb5r3			cytochrome b5 reductase 3	1211.173643	1159.823854	894.3452117	1019.849816	1712.858192	1786.264491	1568.565436	964.784554	794.9751754	749.0031625	1100.177051	866.9265761
1425331_at	Zfp106			zinc finger protein 106	303.2031644	297.1080738	353.8016583	265.8904223	263.3825582	246.9785604	326.199102	273.1879426	256.6940419	222.3787309	243.6575303	219.8343469
1425343_at	Hdhd3			haloacid dehalogenase-like hydrolase domain containing 3	189.4180494	178.3436452	214.1069772	228.6368286	164.6525448	223.2836805	183.9841914	186.3656288	192.7811256	170.8980352	214.8327306	226.9407696
1425344_at	Narf			nuclear prelamin A recognition factor	60.70855798	79.47889997	67.65281218	45.43899433	64.26044205	67.42421899	56.73519239	56.39060827	60.46251142	61.36963084	64.69691431	29.1461617
1425347_a_at	Zfp318			zinc finger protein 318	117.138377	126.1933433	98.03561155	104.4055793	55.82092012	82.04809884	84.30001601	62.9260727	88.45041458	128.6950719	86.37949637	97.50619652
1425383_a_at	LOC676870 /// Pbx1			region containing RIKEN cDNA 2310056B04 gene; pre B-cell leukemia transcription factor 1 /// pre B-cell leukemia transcription factor 1	8.534235962	6.094137283	8.519802575	8.635932697	6.46817629	8.659345586	10.31170506	8.662275155	8.592196574	8.724061861	9.045786841	9.653124594
1425388_a_at	Tpk1			thiamine pyrophosphokinase	338.3432977	309.0044919	290.7416604	272.8183738	323.1226337	391.6119557	243.9875969	274.6714213	261.9600498	206.1427625	229.2566862	248.9929355
1425392_a_at	Nr1i3			"nuclear receptor subfamily 1, group I, member 3"	642.7549476	569.0233323	625.5853857	623.0495101	741.9386053	1032.352534	799.291535	1078.058686	488.96724	631.5416184	488.96724	936.4732664
1425394_at	BC023105			cDNA sequence BC023105	104.9724549	46.62296982	46.62296982	50.09115596	49.95572094	32.94509998	46.33980281	51.71041579	52.34431672	79.74836301	45.40826472	40.88546093
1425424_at	MGC7817			hypothetical protein LOC620031	14.78671833	21.83002685	15.48849435	21.85959853	17.5785236	22.26279773	20.87622571	21.01802202	21.68276745	23.50161508	34.28745694	32.32655804
1425458_a_at	Grb10			growth factor receptor bound protein 10	84.12898305	105.3997036	85.68067852	64.78455489	47.25843667	39.12554654	41.5269785	29.46354259	67.06011258	37.11336736	60.33984143	53.27371557
1425476_at	Col4a5			"collagen, type IV, alpha 5"	36.58953053	29.30443263	22.99802393	30.62256021	36.36730213	39.41795428	24.17934067	46.62296982	38.39096715	30.43657252	58.09539878	23.77360857
1425480_at	Cnot6l			"CCR4-NOT transcription complex, subunit 6-like"	1078.058686	1060.684591	949.237312	1046.42268	1030.958111	1006.135573	1169.284272	989.9226562	719.1924174	849.4993304	933.941257	911.4571356
1425484_at	Tox			thymocyte selection-associated high mobility group box	31.20849757	27.34941369	31.46303635	31.71965116	47.57942725	52.02640081	34.87262354	44.64630886	15.1463472	31.50565722	23.04476259	32.54612774
1425496_at	Abca3			"ATP-binding cassette, sub-family A (ABC1), member 3"	61.91203606	68.90061714	64.91626092	62.16402442	74.07619039	92.17905037	88.7502944	71.03169465	111.2646889	159.1731294	125.4269015	70.83959211
1425503_at	Gcnt2			"glucosaminyl (N-acetyl) transferase 2, I-branching enzyme"	402.3602569	280.3060358	340.64117	612.1803809	517.5753145	688.7010183	472.0556053	364.497725	377.5560434	390.5531266	328.4147241	471.4166814
1425514_at	Pik3r1			"phosphatidylinositol 3-kinase, regulatory subunit, polypeptide 1 (p85 alpha)"	283.3583684	538.2997705	526.7651164	618.0089838	313.6407055	528.19323	393.2058566	363.5119547	360.0835792	351.4147654	334.6986682	505.7995699
1425518_at	Rapgef4			Rap guanine nucleotide exchange factor (GEF) 4	4118.233739	2762.272626	3074.082142	1740.91494	2959.730293	2034.177701	2185.503541	2539.889469	2609.594624	3720.626873	2560.606768	2571.028701
1425519_a_at	Cd74			"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)"	451.4301607	156.1846651	157.8854046	133.0351805	124.2438818	50.56811164	168.3719498	113.7780145	75.85208856	161.3426448	199.417471	291.5298905
1425522_at	Rbm25			RNA binding motif protein 25	18.56925461	30.62256021	27.81617223	25.21569352	17.24848805	16.31718179	26.26089171	24.52550606	38.86158935	40.99630556	40.2266028	29.1461617
1425532_a_at	Bin1			bridging integrator 1	47.09875437	56.27619961	59.36752236	35.7812777	66.78827742	76.73000799	100.0467852	79.21034743	56.77358739	52.02640081	55.66999313	56.81204776
1425543_s_at	Plekha5			"pleckstrin homology domain containing, family A member 5"	23.70933018	28.69590561	23.64522557	23.72537524	50.49970307	34.63738234	33.50735726	23.77360857	34.42701042	23.70933018	28.92995151	23.74144762
1425603_at	Tmem176a			transmembrane protein 176A	1257.968429	1450.113391	1491.936068	1545.384374	1743.269616	2036.943149	1817.991829	1803.282863	2422.347286	2888.47041	2061.916222	1518.425068
1425626_at	Gstm1			"glutathione S-transferase, mu 1"	155.4463574	220.2812668	243.8225923	263.0262541	556.0770553	558.3399591	369.9662866	547.116024	345.7520512	320.5085427	387.918293	546.3758851
1425627_x_at	Gstm1			"glutathione S-transferase, mu 1"	3258.336752	3388.802868	4068.355402	4180.037008	8192	8203.080097	6024.559317	8125.720355	4721.665094	4271.5679	5176.961953	7222.887577
1425631_at	Ppp1r3c			"protein phosphatase 1, regulatory (inhibitor) subunit 3C"	548.599311	185.9876479	241.6863191	455.1120579	172.6421588	251.3637851	182.1254845	154.9212246	300.3433686	289.9555615	293.1129706	420.1742674
1425644_at	Lepr			leptin receptor	17.65007	17.63812133	14.34795281	18.61959774	17.74590198	37.41606668	17.65007	17.60233605	17.69792113	9.814549175	17.59043189	18.96302214
1425645_s_at	Cyp2b10			"cytochrome P450, family 2, subfamily b, polypeptide 10"	1379.270779	935.2064048	763.3347184	1227.680979	521.0908095	1444.235205	718.2194934	1030.958111	778.9943207	1667.105858	1885.668033	1342.428933
1425654_a_at	Lima1			LIM domain and actin binding 1	58.09539878	58.2134655	57.62540181	58.01676708	57.08188214	58.2134655	69.74524708	58.3318126	59.52847373	68.66785532	82.32627242	58.68825877
1425673_at	Lpp			LIM domain containing preferred translocation partner in lipoma	81.82625957	44.82799286	31.3779675	98.83519714	106.7639665	106.5474311	104.193755	80.78065842	59.40769877	46.05835563	65.35714235	126.8786047
1425676_a_at	Elovl1			"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 1"	272.4493049	376.0258413	291.9248065	233.9598242	357.6543058	355.7226431	261.6056701	220.8784716	277.662397	318.3462589	286.0564372	274.6714213
1425689_at	Dpys			dihydropyrimidinase	442.3556684	287.6097951	340.1803504	370.4674552	251.5338931	292.3202576	325.7578196	378.5796361	216.2919258	362.5291015	282.5922323	413.4032728
1425705_a_at	Ero1lb			ERO1-like beta (S. cerevisiae)	305.6758996	388.4440492	461.9404271	307.335796	168.1441761	167.8030351	271.7126644	238.2750362	381.1510394	485.6684639	397.4875877	205.5853996
1425706_a_at	Ddb2			damage specific DNA binding protein 2	87.20198073	78.14523496	57.97753133	72.78387717	107.0534886	88.27096105	71.32075153	61.95397739	54.95858672	62.58621393	76.05773126	72.58708623
1425723_at	Nr1i2			"nuclear receptor subfamily 1, group I, member 2"	115.7981986	68.94729277	90.75504887	70.21897344	140.1530179	132.0483075	108.8068066	100.7263269	74.73090042	88.21126491	101.4104841	67.56129142
1425742_a_at	Tsc22d1			"TSC22 domain family, member 1"	7106.482847	4079.396437	7039.464645	8394.100378	2560.606768	3611.443789	5226.248468	1764.642229	4123.832443	2688.489273	4564.528098	7252.285473
1425745_a_at	Tacc2			"transforming, acidic coiled-coil containing protein 2"	321.3774738	316.6271153	249.3302296	195.6735576	182.1254845	193.9591465	253.9289371	259.1382196	301.1576299	443.5549395	400.7292476	186.6180859
1425752_at	BC014805			cDNA sequence BC014805	8.981721571	8.592196574	5.277673127	8.656417007	26.13675265	66.51759027	9.215752679	15.88130983	8.759563619	13.97414393	7.557813927	8.92113333
1425776_a_at	C87436			expressed sequence C87436	66.96939362	70.02911741	88.99090543	81.88169147	100.1145603	86.26264214	92.93086942	54.69882738	61.32812761	61.120905	67.79034933	49.92193674
1425778_at	Ido2			"indoleamine 2,3-dioxygenase 2"	140.4379469	126.4498925	126.278831	124.8339903	96.52113665	86.96620653	139.2075839	126.4498925	99.37189692	117.2177305	141.6791842	115.0169758
1425799_at	Fmo4			flavin containing monooxygenase 4	7.10150597	6.734005969	7.123172855	7.176408427	13.60545217	19.8294121	7.154579613	17.93914219	7.135235268	7.405884244	7.08470116	7.120758872
1425824_a_at	Pcsk4			proprotein convertase subtilisin/kexin type 4	36.17091027	34.73128779	32.19554128	34.61393368	37.82350094	48.88527285	30.80970578	35.1570472	23.07597979	31.08201221	33.37155482	35.32402903
1425829_a_at	Steap4			STEAP family member 4	80.34436845	146.2591426	107.6347412	84.24294696	78.78259319	130.9800249	149.1585637	138.2684317	159.0654834	123.4057665	112.3240461	50.05728017
1425837_a_at	Ccrn4l /// LOC100047134			CCR4 carbon catabolite repression 4-like (S. cerevisiae) /// similar to carbon catabolite repression 4 protein homolog	70.69591747	82.9977315	847.2024787	728.0092646	136.5939713	733.9464525	647.9973038	781.1062532	347.6293302	391.6119557	107.6347412	189.8030019
1425844_a_at	Rngtt			RNA guanylyltransferase and 5'-phosphatase	82.88545212	89.59535291	77.35582352	71.56255541	82.88545212	87.26105433	90.0208948	90.38722646	96.58652337	71.61098469	89.35304564	72.04857543
1425853_s_at	Prlr			prolactin receptor	395.3407886	189.931581	161.5613168	236.5074797	555.3247939	508.5458353	373.4890147	560.6120716	247.3131257	616.3380289	282.9750411	325.7578196
1425860_x_at	Cklf			chemokine-like factor	22.58150913	30.27220797	18.20828324	16.11957721	53.74456641	32.15198713	44.3751472	18.15905221	19.84284522	19.31278074	35.80549234	13.79556846
1425895_a_at	Id1			inhibitor of DNA binding 1	90.2038434	49.68594846	46.21447856	376.0258413	93.94282024	186.6180859	119.7033734	70.55248533	49.8206521	38.26127381	49.75325469	519.6815391
1425916_at	Capn8			calpain 8	23.75753089	30.72638209	90.81652944	11.54190135	7.823276742	7.863098898	10.91132198	12.04474546	55.70770588	41.89400776	24.91032605	10.24213802
1425918_at	Egln3			EGL nine homolog 3 (C. elegans)	2811.316174	4029.988482	3128.6618	3325.187551	2294.652541	3032.74819	3124.435841	2144.47681	3236.368118	1993.295658	3061.621029	3631.047279
1425921_a_at	1810055G02Rik			RIKEN cDNA 1810055G02 gene	186.3656288	219.6856767	287.9994008	367.9683829	571.3389198	864.5820057	465.0777143	650.6342685	261.9600498	321.8128224	265.8904223	212.5185553
1425927_a_at	Atf5			activating transcription factor 5	2584.984653	2536.441199	2300.879955	2706.738877	4677.137089	3756.048561	3053.334641	3986.591315	2432.206489	2364.025693	2571.028701	2338.568544
1425929_a_at	Rnf14			ring finger protein 14	78.30410305	67.24191934	50.29503212	53.23765057	73.87585412	97.7705457	71.70804101	67.28747131	36.17091027	46.2771143	40.03644578	34.80189598
1425933_a_at	Nt5c2			"5'-nucleotidase, cytosolic II"	64.52198866	36.5400322	35.95122438	39.1785473	44.49545272	52.62852294	71.65949642	84.98757308	32.63436359	41.95075877	32.32655804	35.9999251
1425951_a_at	Clec4n			"C-type lectin domain family 4, member n"	37.16364236	25.11349648	31.27194398	22.06774026	35.87828437	43.71919707	40.00936982	25.43855822	87.97270086	68.02018383	83.50490283	55.48188888
1425964_x_at	Hspb1			heat shock protein 1	525.3405	574.4414328	1371.824299	532.5012125	302.792991	242.5057256	528.9087381	425.3250452	511.3073661	436.4071716	511.3073661	544.8986098
